c,i,id,l1_c,l1_i,language,type
think,find,person_1160,pensar,encontrar,Spanish,RV
club,group,person_1160,club,grupo,Spanish,RN
want,wish,person_1160,quiero,gustaría,Spanish,RV
music,musical,person_1160,música,musical,Spanish,RN
want,wonder,person_1821,quiero,pregunto,Spanish,RV
log,long,person_782,registro,largo,Spanish,RJ
fan,fanatic,person_2250,ventilador,fanático,Spanish,RN
helpful,suitable,person_2250,servicial,conveniente,Spanish,RJ
assistant,assistance,person_2250,asistente,asistencia,Spanish,RN
job,work,person_2250,trabajo,trabajo,Spanish,RN
act,performance,person_2250,acto,rendimiento,Spanish,RN
costumes,customs,person_2250,trajes,aduanas,Spanish,RN
prize,price,person_1676,premio,precio,Spanish,RN
earlier,before,person_1676,antes,antes,Spanish,RY
prize,price,person_1676,premio,precio,Spanish,RN
clothing,cloth,person_1676,ropa,paño,Spanish,RN
clothes,cloths,person_1676,ropa,paños,Spanish,RN
boring,bored,person_1676,aburrido,aburrido,Spanish,RJ
clothes,cloths,person_1676,ropa,paños,Spanish,RN
Sometimes,Sometime,person_1676,algunas veces,alguna vez,Spanish,RY
reply,response,person_1717,respuesta,respuesta,Spanish,RN
miss,lose,person_1267,perder,perder,Spanish,RV
surfing,surf,person_1267,surf,surf,Spanish,RN
make,do,person_1267,hacer,hacer,Spanish,RV
paint,pain,person_1267,pintura,dolor,Spanish,RN
choose,like,person_691,elegir,gusta,Spanish,RV
do,practice,person_691,hacer,practicar,Spanish,RV
give,tell,person_691,dar,dile,Spanish,RV
hold,take,person_691,sostener,tomar,Spanish,RV
wasn't,hadn't,person_691,no,hubiera,Spanish,RV
met,knew,person_691,se reunió,sabía,Spanish,RV
dedicated,worked,person_691,dedicado,trabajado,Spanish,RV
do,practice,person_652,hacer,practicar,Spanish,RV
looking,seeing,person_652,mirando,ver,Spanish,RV
Especially,Moreover,person_652,especialmente,por otra parte,Spanish,RY
would,could,person_652,haría,podría,Spanish,RV
only,also,person_652,sólo,también,Spanish,RY
request,required,person_444,solicitar,necesaria,Spanish,RV
month,time,person_444,mes,tiempo,Spanish,RN
think,consider,person_444,pensar,considerar,Spanish,RV
tyre,wheel,person_444,neumático,rueda,Spanish,RN
luxurious,luxury,person_444,lujoso,lujo,Spanish,RJ
staying,living,person_644,alojarse,vivir,Spanish,RV
fun,funny,person_644,divertido,gracioso,Spanish,RJ
do,make,person_644,hacer,hacer,Spanish,RV
fun,funny,person_644,divertido,gracioso,Spanish,RJ
would,could,person_730,haría,podría,Spanish,RV
venue,place,person_730,lugar,lugar,Spanish,RN
raise,save,person_730,levantar,salvar,Spanish,RV
attending,joined,person_730,asistir,ensambló,Spanish,RV
do,have,person_730,hacer,tener,Spanish,RV
most,more,person_730,más,más,Spanish,RY
most,more,person_730,más,más,Spanish,RY
option,choice,person_61,opción,elección,Spanish,RN
begin,start,person_61,comenzar,empezar,Spanish,RV
keen,kind,person_61,entusiasta,amable,Spanish,RJ
pay,spend,person_61,pagar,pasar,Spanish,RV
choice,option,person_447,elección,opción,Spanish,RN
fun,funny,person_447,divertido,gracioso,Spanish,RJ
stars,group,person_447,estrellas,grupo,Spanish,RN
really,enormous,person_447,realmente,enorme,Spanish,RY
going,doing,person_447,va,haciendo,Spanish,RV
asked,made,person_59,preguntó,hecho,Spanish,RV
finish,close,person_2635,terminar,cerrar,Spanish,RV
been,gone,person_2740,sido,ido,Spanish,RV
try,have,person_2740,intentar,tener,Spanish,RV
bring,take,person_2740,traer,tomar,Spanish,RV
give,make,person_2740,dar,hacer,Spanish,RV
really,very,person_720,realmente,muy,Spanish,RY
very,fairly,person_720,muy,bastante,Spanish,RY
recent,last,person_720,reciente,última,Spanish,RJ
on,out,person_720,en,hacia fuera,Spanish,RY
summer,winter,person_495,verano,invierno,Spanish,RN
say,tell,person_326,decir,dile,Spanish,RV
would,am,person_326,haría,soy,Spanish,RV
would,am,person_326,haría,soy,Spanish,RV
interested,interesting,person_326,interesado,interesante,Spanish,RJ
subjects,object,person_326,temas,objeto,Spanish,RN
want,like,person_326,quiero,gusta,Spanish,RV
haven't,didn't,person_326,no,no,Spanish,RV
want,like,person_326,quiero,gusta,Spanish,RV
do,put,person_326,hacer,poner,Spanish,RV
go,get,person_326,ir,conseguir,Spanish,RV
do,practice,person_2420,hacer,practicar,Spanish,RV
clothing,cloth,person_2420,ropa,paño,Spanish,RN
look,see,person_2420,mira,ver,Spanish,RV
clothing,cloth,person_2420,ropa,paño,Spanish,RN
instance,moment,person_2420,instancia,momento,Spanish,RN
requested,ask,person_2346,solicitado,preguntar,Spanish,RV
time,date,person_2346,tiempo,fecha,Spanish,RN
play,do,person_2346,jugar,hacer,Spanish,RV
trip,travel,person_2346,viaje,viaje,Spanish,RN
only,just,person_2583,sólo,sólo,Spanish,RY
doing,practicing,person_2583,haciendo,practicando,Spanish,RV
good,well,person_2583,buena,bien,Spanish,RJ
option,one,person_2583,opción,uno,Spanish,RN
become,be,person_2583,se convierten,ser,Spanish,RV
subject,reason,person_2583,sujeto,razón,Spanish,RN
provide,answer,person_1441,proporcionar,contestar,Spanish,RV
MONTH,TIME,person_1290,mes,tiempo,Spanish,RN
CHANCE,POSSIBILITY,person_1290,oportunidad,posibilidad,Spanish,RN
DO,PRACTICE,person_1290,hacer,practicar,Spanish,RV
CROWD,PEOPLE,person_1290,multitud,gente,Spanish,RN
GO,WERE,person_1290,ir,fueron,Spanish,RV
hearing,listening,person_2571,escuchar,escuchar,Spanish,RV
CHECK,TEST,person_1044,cheque,prueba,Spanish,RN
REALLY,ALREADY,person_1044,realmente,ya,Spanish,RY
ABLE,UNABLE,person_1044,capaz,incapaz,Spanish,RJ
can't,don't,person_2001,no,no,Spanish,RV
couldn't,didn't,person_2001,podía,no,Spanish,RV
stay,be,person_1534,quedarse,ser,Spanish,RV
figure,weight,person_1534,figura,peso,Spanish,RN
team,selection,person_1118,equipo,selección,Spanish,RN
excited,exiting,person_1124,emocionado,salir,Spanish,RJ
trip,travel,person_1124,viaje,viaje,Spanish,RN
attend,listen,person_1124,asistir,escucha,Spanish,RV
check,control,person_1124,comprobar,controlar,Spanish,RV
excited,existing,person_1124,emocionado,existente,Spanish,RJ
especially,specially,person_1124,especialmente,especialmente,Spanish,RY
cover,pay,person_1130,cubrir,pagar,Spanish,RV
well,fine,person_1130,bien,fina,Spanish,RY
wanted,pleased,person_1130,quería,agradó,Spanish,RV
thank,give,person_2388,agradecer,dar,Spanish,RV
trip,travel,person_2388,viaje,viaje,Spanish,RN
work,job,person_82,trabajo,trabajo,Spanish,RN
meet,knew,person_82,conocer,sabía,Spanish,RV
month,period,person_881,mes,período,Spanish,RN
provide,give,person_881,proporcionar,dar,Spanish,RV
exciting,excited,person_1907,emocionante,emocionado,Spanish,RJ
great,grateful,person_1907,gran,agradecido,Spanish,RJ
bring,carry,person_83,traer,llevar,Spanish,RV
waste,lose,person_83,desperdiciar,perder,Spanish,RV
do,take,person_2576,hacer,tomar,Spanish,RV
arise,happen,person_1903,surgen,suceder,Spanish,RV
consumerist,consuming,person_1903,consumista,consumir,Spanish,RJ
standard,level,person_2013,norma,nivel,Spanish,RN
possible,able,person_2013,posible,capaz,Spanish,RJ
boring,bored,person_2013,aburrido,aburrido,Spanish,RJ
fun,funny,person_2013,divertido,gracioso,Spanish,RJ
floor,ground,person_2013,piso,suelo,Spanish,RN
fell,felt,person_2013,cayó,sentía,Spanish,RV
join,enjoy,person_2013,unirse,disfrutar,Spanish,RV
met,done,person_2013,se reunió,hecho,Spanish,RV
fun,funny,person_2013,divertido,gracioso,Spanish,RJ
stay,be,person_2371,quedarse,ser,Spanish,RV
get,go,person_2371,conseguir,ir,Spanish,RV
enjoy,like,person_2371,disfrutar,gusta,Spanish,RV
backdrop,background,person_2371,telón,fondo,Spanish,RN
worthwhile,worthy,person_2371,mérito,digno,Spanish,RJ
really,mostly,person_2371,realmente,mayormente,Spanish,RY
stay,have,person_1877,quedarse,tener,Spanish,RV
swimmer,swimming,person_1877,nadador,natación,Spanish,RN
flight,travel,person_1877,vuelo,viaje,Spanish,RN
good,well,person_1877,buena,bien,Spanish,RJ
special,especial,person_1877,especial,,Spanish,RJ
computing,computer,person_918,computación,computadora,Spanish,RN
industry,field,person_918,industria,campo,Spanish,RN
staff,stuff,person_918,personal,cosas,Spanish,RN
simply,only,person_918,simplemente,sólo,Spanish,RY
choose,take,person_918,elegir,tomar,Spanish,RV
concern,attention,person_2039,preocupación,atención,Spanish,RN
sincerely,faithfully,person_2039,sinceramente,fielmente,Spanish,RY
shopping,buying,person_2039,compras,comprar,Spanish,RV
trip,bag,person_2039,viaje,bolsa,Spanish,RN
would,could,person_2561,haría,podría,Spanish,RV
had,get,person_2561,tenía,conseguir,Spanish,RV
world,word,person_2561,mundo,palabra,Spanish,RN
letter,mail,person_2561,carta,correo,Spanish,RN
month,moth,person_2561,mes,polilla,Spanish,RN
had,must,person_2561,tenía,debe,Spanish,RV
won't,shouldn't,person_2561,no,debería,Spanish,RV
course,curse,person_2561,curso,maldición,Spanish,RN
news,notice,person_2212,noticias,aviso,Spanish,RN
log,lab,person_2212,registro,laboratorio,Spanish,RN
do,practice,person_2212,hacer,practicar,Spanish,RV
danger,risk,person_2212,peligro,riesgo,Spanish,RN
go,do,person_2212,ir,hacer,Spanish,RV
drive,get,person_2212,conducir,conseguir,Spanish,RV
crowded,close,person_2212,concurrido,cerca,Spanish,RJ
time,hour,person_2212,tiempo,hora,Spanish,RN
goes,do,person_2212,va,hacer,Spanish,RV
summer,winter,person_1082,verano,invierno,Spanish,RN
break,brake,person_1082,rotura,freno,Spanish,RN
prefer,prepare,person_1082,prefieren,preparar,Spanish,RV
had,got,person_1082,tenía,tiene,Spanish,RV
part,poet,person_1082,parte,poeta,Spanish,RN
cause,take,person_1082,causar,tomar,Spanish,RV
Ms,Mr.,person_2010,sra.,sr.,Spanish,RN
cope,being,person_2010,sobrellevarlo,ser,Spanish,RV
temptation,fact,person_2010,tentación,hecho,Spanish,RN
desire,wants,person_2010,deseo,quiere,Spanish,RN
do,make,person_2010,hacer,hacer,Spanish,RV
advance,anticipation,person_1542,avanzan,anticipación,Spanish,RN
extra-curricular,extra,person_1542,extracurriculares,extra,Spanish,RJ
happen,occur,person_2711,suceder,ocurrir,Spanish,RV
plane,flight,person_2711,avión,vuelo,Spanish,RN
plane,flight,person_2711,avión,vuelo,Spanish,RN
do,would,person_1153,hacer,haría,Spanish,RV
grateful,thankful,person_1153,agradecido,agradecido,Spanish,RJ
asked,told,person_1153,preguntó,dije,Spanish,RV
row,line,person_1153,fila,línea,Spanish,RN
spend,pass,person_438,pasar,pasar,Spanish,RV
options,possibilities,person_438,opciones,posibilidades,Spanish,RN
was,got,person_438,fue,tiene,Spanish,RV
row,line,person_438,fila,línea,Spanish,RN
NEWS,NOTICE,person_1151,noticias,aviso,Spanish,RN
ASKED,MADE,person_1151,preguntó,hecho,Spanish,RV
DO,PRACTICE,person_1151,hacer,practicar,Spanish,RV
DO,MAKE,person_1151,hacer,hacer,Spanish,RV
TOGETHER,UP,person_1151,juntos,arriba,Spanish,RY
SHOULDN'T,DON'T,person_1151,debería,no,Spanish,RV
reply,replay,person_821,respuesta,repetición,Spanish,RN
presented,settled,person_821,presentó,colocado,Spanish,RV
captain,leader,person_821,capitán,líder,Spanish,RN
sessions,periods,person_821,sesiones,períodos,Spanish,RN
kind,staff,person_821,tipo,personal,Spanish,RN
only,unique,person_821,única,único,Spanish,RJ
robbed,stolen,person_821,robado,robado,Spanish,RV
crowd,public,person_2114,multitud,público,Spanish,RN
venue,room,person_2114,lugar,habitación,Spanish,RN
late,latter,person_2114,retraso,último,Spanish,RY
did,made,person_2114,hizo,hecho,Spanish,RV
only,just,person_202,sólo,sólo,Spanish,RY
off,free,person_202,apagado,libre,Spanish,RJ
badly,uncomfortable,person_202,mal,incómodo,Spanish,RY
prize,price,person_2505,premio,precio,Spanish,RN
month,dates,person_2505,mes,fechas,Spanish,RN
danger,risk,person_2505,peligro,riesgo,Spanish,RN
job,work,person_2505,trabajo,trabajo,Spanish,RN
quickly,soon,person_2505,rápidamente,pronto,Spanish,RY
exciting,exited,person_2505,emocionante,salió,Spanish,RJ
guy,gay,person_2505,tipo,gay,Spanish,RN
stay,go,person_1568,quedarse,ir,Spanish,RV
went,turned,person_1597,fue,dado vuelta,Spanish,RV
asked,told,person_1597,preguntó,dije,Spanish,RV
fun,funnier,person_1597,divertido,divertido,Spanish,RJ
clean,clear,person_2129,limpiar,despejar,Spanish,RV
cleaning,clearing,person_2129,limpiar,despejar,Spanish,RV
bring,enter,person_2129,traer,entrar,Spanish,RV
ready,prepared,person_2129,listo,preparado,Spanish,RJ
do,make,person_2129,hacer,hacer,Spanish,RV
check,tests,person_2129,cheque,pruebas,Spanish,RN
am,get,person_1193,soy,conseguir,Spanish,RV
staff,stuff,person_1193,personal,cosas,Spanish,RN
music,playing,person_1193,música,jugando,Spanish,RN
audience,public,person_1193,audiencia,público,Spanish,RN
month,date,person_2449,mes,fecha,Spanish,RN
boss,work,person_2449,jefe,trabajo,Spanish,RN
choice,option,person_2449,elección,opción,Spanish,RN
giving,doing,person_2449,dando,haciendo,Spanish,RV
questions,requests,person_777,preguntas,solicitudes,Spanish,RN
singer,leader,person_777,cantante,líder,Spanish,RN
prize,price,person_763,premio,precio,Spanish,RN
questions,requests,person_763,preguntas,solicitudes,Spanish,RN
mutual,common,person_763,mutuo,común,Spanish,RJ
staff,organization,person_763,personal,organización,Spanish,RN
also,besides,person_763,también,además,Spanish,RY
Hoping,Hopping,person_763,esperando,lupulización,Spanish,RV
photography,photo,person_372,fotografía,foto,Spanish,RN
join,make,person_372,unirse,hacer,Spanish,RV
waste,waist,person_372,residuos,cintura,Spanish,RN
window,front,person_372,ventana,frente,Spanish,RN
package,packet,person_372,paquete,paquete,Spanish,RN
get,find,person_372,conseguir,encontrar,Spanish,RV
trip,travel,person_358,viaje,viaje,Spanish,RN
ask,demand,person_358,preguntar,demandar,Spanish,RV
campsite,camping,person_358,camping,camping,Spanish,RN
do,take,person_358,hacer,tomar,Spanish,RV
painting,making,person_358,pintura,hacer,Spanish,RV
ask,add,person_358,preguntar,añadir,Spanish,RV
accurate,truly,person_358,precisa,verdaderamente,Spanish,RJ
ways,manners,person_358,maneras,modales,Spanish,RN
vengeance,revenge,person_358,venganza,venganza,Spanish,RN
tendency,trend,person_358,tendencia,tendencia,Spanish,RN
aspect,point,person_358,aspecto,punto,Spanish,RN
show,spectacle,person_24,espectáculo,espectáculo,Spanish,RN
got,found,person_24,tiene,encontrado,Spanish,RV
thoughts,impression,person_24,pensamientos,impresión,Spanish,RN
stay,go,person_1584,quedarse,ir,Spanish,RV
duet,duo,person_1584,dueto,dúo,Spanish,RN
beginner,start,person_1220,principiante,comienzo,Spanish,RN
plan,make,person_1220,planificar,hacer,Spanish,RV
especially,specially,person_1220,especialmente,especialmente,Spanish,RY
recipes,food,person_1220,recetas,alimentos,Spanish,RN
get,make,person_1220,conseguir,hacer,Spanish,RV
make,do,person_236,hacer,hacer,Spanish,RV
trip,travel,person_236,viaje,viaje,Spanish,RN
move,translate,person_236,mover,traducir,Spanish,RV
hope,believe,person_236,espero,creer,Spanish,RV
sincerely,faithfully,person_236,sinceramente,fielmente,Spanish,RY
enjoy,enjoin,person_236,disfrutar,,Spanish,RV
latest,last,person_236,últimos,última,Spanish,RJ
afterwards,after,person_1306,luego,después,Spanish,RY
want,like,person_1306,quiero,gusta,Spanish,RV
sincerely,faithfully,person_1306,sinceramente,fielmente,Spanish,RY
be,do,person_1306,ser,hacer,Spanish,RV
publicity,news,person_1306,publicidad,noticias,Spanish,RN
brings,give,person_1306,trae,dar,Spanish,RV
lasts,is,person_1306,dura,es,Spanish,RV
would,do,person_1306,haría,hacer,Spanish,RV
planned,developed,person_2545,planeado,desarrollado,Spanish,RV
contents,contacts,person_2545,contenido,contactos,Spanish,RN
rare,seldom,person_2545,raro,rara vez,Spanish,RJ
excited,exciting,person_1840,emocionado,emocionante,Spanish,RJ
sincerely,faithfully,person_1840,sinceramente,fielmente,Spanish,RY
small,little,person_1840,pequeño,poco,Spanish,RJ
time,moment,person_1840,tiempo,momento,Spanish,RN
learn,overcame,person_1840,aprender,superó,Spanish,RV
especially,specially,person_503,especialmente,especialmente,Spanish,RY
group,clan,person_503,grupo,clan,Spanish,RN
request,petition,person_503,petición,petición,Spanish,RN
stars,starts,person_503,estrellas,arranques,Spanish,RN
watched,controlled,person_503,miraba,controlado,Spanish,RV
buy,pay,person_503,comprar,pagar,Spanish,RV
interested,fond,person_2301,interesado,aficionado,Spanish,RJ
hear,listen,person_2301,oír,escucha,Spanish,RV
turn,time,person_2301,turno,tiempo,Spanish,RN
would,could,person_2077,haría,podría,Spanish,RV
forward,for,person_2077,adelante,para,Spanish,RY
particular,especial,person_567,particular,,Spanish,RJ
special,especial,person_567,especial,,Spanish,RJ
learn,know,person_1225,aprender,sabe,Spanish,RV
see,watch,person_1225,ver,ver,Spanish,RV
might,could,person_1225,podría,podría,Spanish,RV
near,close,person_1225,cerca,cerca,Spanish,RJ
MAKING,HAVING,person_1234,hacer,tener,Spanish,RV
INTERESTED,INTERESTING,person_1234,interesado,interesante,Spanish,RJ
WOULD,COULD,person_1234,haría,podría,Spanish,RV
STREET,HOUSE,person_1234,calle,casa,Spanish,RN
ROUTE,WAY,person_1234,ruta,manera,Spanish,RN
FEELING,FELLING,person_1234,sintiendo,tala,Spanish,RV
VERY,SO,person_1234,muy,así,Spanish,RY
directly,direct,person_3002,directamente,directa,Spanish,RY
remains,Vestiges,person_3002,vestigios,vestigios,Spanish,RN
shouldn't,can't,person_3006,debería,no,Spanish,RV
miss,lose,person_3006,perder,perder,Spanish,RV
take,have,person_3115,tomar,tener,Spanish,RV
centre,place,person_3115,centro,lugar,Spanish,RN
would,could,person_3115,haría,podría,Spanish,RV
replying,applying,person_3060,responder,aplicar,Spanish,RV
walk,walking,person_3060,paseo,poca,Spanish,RN
have,take,person_3060,tener,tomar,Spanish,RV
answer,reply,person_3117,contestar,contestar,Spanish,RV
pleased,pleasant,person_3117,complacido,agradable,Spanish,RJ
held,celebrated,person_3117,celebró,celebrado,Spanish,RV
situated,sited,person_3117,situado,situado,Spanish,RV
quickest,faster,person_3117,rápida,mas rapido,Spanish,RJ
means,way,person_3117,medios,manera,Spanish,RN
formal,smart,person_3117,formal,inteligente,Spanish,RJ
lived,stayed,person_3117,vivido,me alojé,Spanish,RV
located,sited,person_3117,situado,situado,Spanish,RJ
