c,i,id,l1_c,l1_i,language,type,code,l2_sim_cc_5,l2_sim_cc_10,l2_sim_cc_25,l2_sim_cc_50,l2_sim_cc_75,l2_sim_cc_100,l1_sim_cc_5,l1_sim_cc_10,l1_sim_cc_25,l1_sim_cc_50,l1_sim_cc_75,l1_sim_cc_100,case_id
closed,close,person_870,fermé,proche,French,RJ,fr,0.27860027551651,0.27040964365005493,0.29026785492897034,0.28234198689460754,0.2783109247684479,0.267139732837677,0.2243141382932663,0.19676199555397034,0.20846052467823029,0.2066398561000824,0.2118721306324005,0.20770736038684845,case_0961
mankind,human,person_2350,humanité,humain,French,RN,fr,0.46417397260665894,0.4296625256538391,0.40773916244506836,0.3884202837944031,0.3691052198410034,0.36529114842414856,0.463348388671875,0.4755289554595947,0.47281360626220703,0.4311237037181854,0.4164848327636719,0.4051533341407776,case_0962
get,go,person_2350,obtenir,aller,French,RV,fr,0.40903007984161377,0.40213507413864136,0.3864704966545105,0.38099661469459534,0.3745765686035156,0.36647355556488037,0.32208919525146484,0.32466262578964233,0.3335192799568176,0.33761879801750183,0.3440666198730469,0.3375518321990967,case_0963
aggressive,offensive,person_2350,agressif,offensive,French,RJ,fr,0.33159682154655457,0.3091975450515747,0.2872089743614197,0.2800336480140686,0.2738511562347412,0.2673037648200989,0.2625076174736023,0.24551799893379211,0.23163193464279175,0.22464092075824738,0.2243257462978363,0.2156289517879486,case_0964
wondering,wandering,person_2350,demande,errant,French,RV,fr,0.3167616128921509,0.2900761365890503,0.26211249828338623,0.24440032243728638,0.2428523302078247,0.24043622612953186,0.10111629217863083,0.11469526588916779,0.11146709322929382,0.11295346915721893,0.11747915297746658,0.12275365740060806,case_0965
have,spent,person_2350,ont,passé,French,RV,fr,0.290307879447937,0.25942862033843994,0.23540835082530975,0.213850736618042,0.21703557670116425,0.2140035331249237,0.33143216371536255,0.3101457357406616,0.2689255475997925,0.2786363959312439,0.27721914649009705,0.27469637989997864,case_0966
publish,putting,person_2350,publier,mettre,French,RV,fr,0.16106155514717102,0.1451156735420227,0.13858741521835327,0.13121074438095093,0.12149347364902496,0.11892664432525635,0.4063405394554138,0.35381126403808594,0.32898592948913574,0.3407055735588074,0.3489114046096802,0.3582944869995117,case_0967
worse,worth,person_899,pire,vaut,French,RJ,fr,0.21999245882034302,0.20569902658462524,0.20547223091125488,0.2013656497001648,0.2030869573354721,0.2047404795885086,0.3650527000427246,0.3506283462047577,0.34137386083602905,0.3316190242767334,0.3288589119911194,0.32975006103515625,case_0968
get,be,person_899,obtenir,être,French,RV,fr,0.3485514521598816,0.37948480248451233,0.36122995615005493,0.3261150121688843,0.32083964347839355,0.30861276388168335,0.3549434542655945,0.3549751043319702,0.3429718017578125,0.34062737226486206,0.33941227197647095,0.33137261867523193,case_0969
right,correct,person_279,bon,correcte,French,RJ,fr,0.3134995698928833,0.30829161405563354,0.2895488440990448,0.2666136622428894,0.2568631172180176,0.2477264106273651,0.3558502793312073,0.35003504157066345,0.34263595938682556,0.32635921239852905,0.316539466381073,0.31771495938301086,case_0970
would,could,person_279,serait,pourrait,French,RV,fr,0.7784546613693237,0.6931021809577942,0.6290518045425415,0.6093465089797974,0.5956603288650513,0.5844718217849731,0.7495242357254028,0.7148997783660889,0.6648341417312622,0.6335088014602661,0.6228781938552856,0.6072155237197876,case_0971
theatre,room,person_2556,théâtre,chambre,French,RN,fr,0.2378491312265396,0.22288468480110168,0.1973651945590973,0.17773500084877014,0.1721753031015396,0.1674260050058365,0.18133673071861267,0.17915895581245422,0.17293085157871246,0.1637497842311859,0.16530343890190125,0.16524335741996765,case_0972
play,piece,person_2556,jeu,morceau,French,RN,fr,0.1784437596797943,0.1703202873468399,0.14782482385635376,0.1376744508743286,0.13244836032390594,0.12626639008522034,0.2925255298614502,0.2956697940826416,0.2598820626735687,0.2548190951347351,0.2538580298423767,0.24874979257583618,case_0973
diary,agenda,person_686,journal,agenda,French,RN,fr,0.12570205330848694,0.11575306951999664,0.10659502446651459,0.10450178384780884,0.09890536963939667,0.0971994698047638,0.30793818831443787,0.27333736419677734,0.26762187480926514,0.2576722800731659,0.246680349111557,0.23454146087169647,case_0974
performance,program,person_2556,performance,programme,French,RN,fr,0.2170710563659668,0.19470667839050293,0.1743115782737732,0.16611981391906738,0.16187985241413116,0.1547713726758957,0.2440773993730545,0.2066383957862854,0.20367059111595154,0.19219478964805603,0.19134357571601868,0.1922890841960907,case_0975
would,could,person_734,serait,pourrait,French,RV,fr,0.7784546613693237,0.6931021809577942,0.6290518045425415,0.6093465089797974,0.5956603288650513,0.5844718217849731,0.7495242357254028,0.7148997783660889,0.6648341417312622,0.6335088014602661,0.6228781938552856,0.6072155237197876,case_0976
fault,mistake,person_734,faute,erreur,French,RN,fr,0.35158488154411316,0.3510473966598511,0.32729625701904297,0.336029052734375,0.32890188694000244,0.3258863091468811,0.5640115141868591,0.5426813960075378,0.5210729837417603,0.5056793093681335,0.4839460849761963,0.4732297658920288,case_0977
do,make,person_734,faire,faire,French,RV,fr,0.3964872360229492,0.3972426652908325,0.3771708309650421,0.377427339553833,0.3655977249145508,0.36141714453697205,0.7680262923240662,0.7246495485305786,0.682053804397583,0.6560197472572327,0.6422737240791321,0.6318765878677368,case_0978
have,are,person_734,ont,sont,French,RV,fr,0.4626540541648865,0.4318922758102417,0.4377758502960205,0.41982948780059814,0.40254178643226624,0.38877907395362854,0.6168593168258667,0.5883798599243164,0.5888546705245972,0.559634804725647,0.5458322763442993,0.5421798229217529,case_0979
true,respected,person_2350,vrai,respecté,French,RJ,fr,0.20432302355766296,0.19130964577198029,0.1898130178451538,0.18218815326690674,0.18135696649551392,0.17778199911117554,0.24026882648468018,0.2734982967376709,0.2761157155036926,0.2752816081047058,0.2783450484275818,0.2797449231147766,case_0980
disappointed,deceived,person_2350,déçu,trompé,French,RJ,fr,0.4056493639945984,0.3574765920639038,0.32727134227752686,0.3103194236755371,0.29523688554763794,0.29113590717315674,0.4514361023902893,0.4258835017681122,0.416240930557251,0.42106810212135315,0.4159535765647888,0.41596460342407227,case_0981
renovation,reparations,person_734,rénovation,réparations,French,RN,fr,0.16459637880325317,0.1479121744632721,0.14186860620975494,0.14303600788116455,0.1414443850517273,0.13784384727478027,0.4630809724330902,0.4256572723388672,0.3616396188735962,0.34235578775405884,0.3265622854232788,0.3181142508983612,case_0982
seats,places,person_686,sièges,endroits,French,RN,fr,0.1748960167169571,0.16816045343875885,0.15343689918518066,0.14779773354530334,0.1357126235961914,0.12744706869125366,0.2592248320579529,0.24663978815078735,0.2547048330307007,0.2594560384750366,0.2513672113418579,0.25001007318496704,case_0983
stage,scene,person_686,stade,scène,French,RN,fr,0.3020366132259369,0.2902931869029999,0.26792705059051514,0.25071054697036743,0.23896868526935577,0.2279070019721985,0.18827524781227112,0.18066221475601196,0.17141488194465637,0.16739612817764282,0.16679054498672485,0.1673121154308319,case_0984
certain,sure,person_686,certains,sûr,French,RJ,fr,0.3389850854873657,0.30444633960723877,0.2929956316947937,0.2895815968513489,0.28686681389808655,0.2833033800125122,0.41813135147094727,0.41846832633018494,0.3799285888671875,0.3752104640007019,0.3726634681224823,0.3701639175415039,case_0985
decor,decoration,person_1028,décor,décoration,French,RN,fr,0.5720376372337341,0.5541483163833618,0.5259416103363037,0.4772942066192627,0.462841272354126,0.4541950821876526,0.4599039554595947,0.4348679184913635,0.4287763833999634,0.41155168414115906,0.38896632194519043,0.3782828450202942,case_0986
show,spectacle,person_1028,spectacle,lunettes,French,RN,fr,0.2574021816253662,0.25844207406044006,0.2514396607875824,0.23094922304153442,0.22211578488349915,0.21330145001411438,0.1390836238861084,0.1222560778260231,0.12050400674343109,0.12046781182289124,0.1207224652171135,0.11973966658115387,case_0987
shows,spectacles,person_1028,spectacles,lunettes,French,RN,fr,0.1223103329539299,0.10152886807918549,0.09758033603429794,0.09368070960044861,0.09810315072536469,0.0941934883594513,0.1517130732536316,0.14177697896957397,0.14025606215000153,0.15131396055221558,0.14933300018310547,0.15303930640220642,case_0988
come,become,person_2256,venir,devenir,French,RV,fr,0.2748425006866455,0.2620731294155121,0.26134949922561646,0.25054797530174255,0.24537557363510132,0.24847319722175598,0.35049930214881897,0.3487703800201416,0.32329076528549194,0.32659411430358887,0.3188995122909546,0.329172819852829,case_0989
advertising,advertisement,person_2256,publicité,publicité,French,RN,fr,0.7574576735496521,0.676982045173645,0.5969774723052979,0.5624592304229736,0.5439748167991638,0.5266909003257751,0.7902355194091797,0.7064419388771057,0.6168028712272644,0.5645125508308411,0.538733959197998,0.5208240747451782,case_0990
decor,decorations,person_2256,décor,décorations,French,RN,fr,0.5532536506652832,0.5581744313240051,0.5163242816925049,0.4696560800075531,0.4551440179347992,0.4462187588214874,0.41303133964538574,0.3954707384109497,0.36505603790283203,0.35060441493988037,0.3289910554885864,0.325628399848938,case_0991
told,said,person_2256,dit,dit,French,RV,fr,0.49028801918029785,0.46677109599113464,0.44878971576690674,0.4427495002746582,0.4285992383956909,0.42002296447753906,0.7188270092010498,0.6572782397270203,0.6009279489517212,0.5706455707550049,0.5507852435112,0.537118673324585,case_0992
angry,hungry,person_1372,fâché,faim,French,RJ,fr,0.34797656536102295,0.33357763290405273,0.31577032804489136,0.30768662691116333,0.30030789971351624,0.29471713304519653,0.23311905562877655,0.21258753538131714,0.21585966646671295,0.21410119533538818,0.2126545011997223,0.21276652812957764,case_0993
ought,would,person_1372,devrait,serait,French,RV,fr,0.5483028888702393,0.4980381727218628,0.46229302883148193,0.44519323110580444,0.4349966049194336,0.4253365993499756,0.6630196571350098,0.6836310625076294,0.6235039830207825,0.5900884866714478,0.5722500085830688,0.5604744553565979,case_0994
had,got,person_1372,avait,obtenu,French,RV,fr,0.6314924359321594,0.5723605751991272,0.5186147093772888,0.49555903673171997,0.4755288362503052,0.45889633893966675,0.4116456210613251,0.4042128622531891,0.38164493441581726,0.37286481261253357,0.37072479724884033,0.3646670877933502,case_0995
get,have,person_1372,obtenir,ont,French,RV,fr,0.45191502571105957,0.47765597701072693,0.43210193514823914,0.4111254811286926,0.4047117829322815,0.39162564277648926,0.32797402143478394,0.3265656530857086,0.30998945236206055,0.2984730005264282,0.29477784037590027,0.2908606231212616,case_0996
here,there,person_1370,ici,là,French,RY,fr,0.4126480221748352,0.38014891743659973,0.35716161131858826,0.3386729955673218,0.33560168743133545,0.3267894685268402,0.3543456792831421,0.3289862275123596,0.3177332580089569,0.2940405011177063,0.28373250365257263,0.2726309895515442,case_0997
way,solutions,person_1370,façon,solutions,French,RN,fr,0.19919148087501526,0.17300713062286377,0.15839055180549622,0.16194622218608856,0.16805274784564972,0.16369032859802246,0.2591002583503723,0.2750093936920166,0.24658048152923584,0.23027309775352478,0.23395904898643494,0.23306067287921906,case_0998
customer,costumer,person_1370,client,costumier,French,RN,fr,0.6069716811180115,0.570184588432312,0.49760502576828003,0.4257883131504059,0.4069743752479553,0.39022183418273926,0.1558743268251419,0.1966921091079712,0.19308209419250488,0.19555693864822388,0.20232656598091125,0.1976596713066101,case_0999
claiming,pretending,person_1370,prétendant,prétendant,French,RV,fr,0.4253357946872711,0.41346055269241333,0.43796518445014954,0.4020676910877228,0.3976740539073944,0.3846483826637268,0.7115955948829651,0.6581940650939941,0.5959989428520203,0.5548386573791504,0.5333592891693115,0.5194548964500427,case_1000
dinner,diner,person_1370,dîner,resto,French,RN,fr,0.45844918489456177,0.4066811800003052,0.3981980085372925,0.38319361209869385,0.3789282441139221,0.37385106086730957,0.5444648265838623,0.5152484178543091,0.4875163733959198,0.4685802757740021,0.4555072486400604,0.44353580474853516,case_1001
advertised,presented,person_1370,annoncé,présenté,French,RV,fr,0.21116146445274353,0.20411226153373718,0.22086457908153534,0.245812326669693,0.24125421047210693,0.24887748062610626,0.5597004890441895,0.5288705825805664,0.5068621635437012,0.49073880910873413,0.48269522190093994,0.4736573100090027,case_1002
get,have,person_1579,obtenir,ont,French,RV,fr,0.45191502571105957,0.47765597701072693,0.43210193514823914,0.4111254811286926,0.4047117829322815,0.39162564277648926,0.32797402143478394,0.3265656530857086,0.30998945236206055,0.2984730005264282,0.29477784037590027,0.2908606231212616,case_1003
offer,give,person_1579,proposer,donner,French,RV,fr,0.4400208294391632,0.40692853927612305,0.3901897668838501,0.33474409580230713,0.3223782479763031,0.31904882192611694,0.5891571044921875,0.5603778958320618,0.5455608367919922,0.524993896484375,0.5154767036437988,0.5142936706542969,case_1004
buy,pay,person_1579,acheter,payer,French,RV,fr,0.3583565950393677,0.33249491453170776,0.32187700271606445,0.29487210512161255,0.28759920597076416,0.2791309952735901,0.49432557821273804,0.46529334783554077,0.4316922426223755,0.41879260540008545,0.414547860622406,0.4125140905380249,case_1005
attending,seeing,person_1579,fréquentant,voir,French,RV,fr,0.26624107360839844,0.28337228298187256,0.2657806873321533,0.24753394722938538,0.24347323179244995,0.23799097537994385,0.19012871384620667,0.20248731970787048,0.2046801745891571,0.1967063844203949,0.20520341396331787,0.20556388795375824,case_1006
do,make,person_1579,faire,faire,French,RV,fr,0.3964872360229492,0.3972426652908325,0.3771708309650421,0.377427339553833,0.3655977249145508,0.36141714453697205,0.7680262923240662,0.7246495485305786,0.682053804397583,0.6560197472572327,0.6422737240791321,0.6318765878677368,case_1007
fair,just,person_1579,équitable,juste,French,RJ,fr,0.20525147020816803,0.22425562143325806,0.2384800761938095,0.225856214761734,0.21261240541934967,0.21091771125793457,0.2671325206756592,0.25570225715637207,0.2528279721736908,0.24313604831695557,0.23855546116828918,0.23168310523033142,case_1008
doing,following,person_1028,faire,suivants,French,RV,fr,0.16442608833312988,0.15080894529819489,0.14769752323627472,0.14520195126533508,0.14373371005058289,0.14090847969055176,0.17100998759269714,0.18095755577087402,0.19070219993591309,0.19201704859733582,0.1912529170513153,0.19010385870933533,case_1009
excellent,good,person_238,excellent,bon,French,RJ,fr,0.5892289876937866,0.5502373576164246,0.517791211605072,0.47209423780441284,0.44326967000961304,0.4279929995536804,0.6639957427978516,0.5944119691848755,0.5390894412994385,0.5087511539459229,0.4903717637062073,0.48150014877319336,case_1010
nose,noise,person_238,nez,bruit,French,RN,fr,0.10408375412225723,0.0885077565908432,0.09211680293083191,0.10018384456634521,0.1007046103477478,0.10240016877651215,0.23267188668251038,0.22797620296478271,0.22669938206672668,0.2339443862438202,0.22909507155418396,0.2262510061264038,case_1011
inaccurate,bad,person_383,inexactes,mauvais,French,RJ,fr,0.33058667182922363,0.2954341769218445,0.2765350043773651,0.26848548650741577,0.26371467113494873,0.2650907039642334,0.2642083764076233,0.25852078199386597,0.25978830456733704,0.2564771771430969,0.25143492221832275,0.25844407081604004,case_1012
