c,i,id,l1_c,l1_i,language,type,code,english_overlap
choose,try,person_804,elegir,intentar,Spanish,RV,es,0.33380493206980655
do,practice,person_804,hacer,practicar,Spanish,RV,es,0.14133774224124127
tried,done,person_804,intentado,hecho,Spanish,RV,es,0.24372361493090688
will,may,person_804,voluntad,puede,Spanish,RV,es,0.6291293541063406
expenses,costs,person_804,gastos,costos,Spanish,RN,es,0.5875659226314289
great,very,person_804,gran,muy,Spanish,RY,es,0.4470867436690027
think,thank,person_804,pensar,agradecer,Spanish,RV,es,0.27941022640587937
large,big,person_804,grande,gran,Spanish,RJ,es,0.5406269916831152
think,find,person_1160,pensar,encontrar,Spanish,RV,es,0.35900111135184243
club,group,person_1160,club,grupo,Spanish,RN,es,0.25423933387393255
want,wish,person_1160,quiero,gustaría,Spanish,RV,es,0.5023170854520265
music,musical,person_1160,música,musical,Spanish,RN,es,0.48711059344914187
want,wonder,person_1821,quiero,pregunto,Spanish,RV,es,0.41336380376881876
log,long,person_782,registro,largo,Spanish,RJ,es,0.0843035001766858
fan,fanatic,person_2250,ventilador,fanático,Spanish,RN,es,0.4473243487668279
helpful,suitable,person_2250,servicial,conveniente,Spanish,RJ,es,0.21407387106092884
assistant,assistance,person_2250,asistente,asistencia,Spanish,RN,es,0.2200852211067112
job,work,person_2250,trabajo,trabajo,Spanish,RN,es,0.4075042245178163
act,performance,person_2250,acto,rendimiento,Spanish,RN,es,0.1768574876763583
costumes,customs,person_2250,trajes,aduanas,Spanish,RN,es,0.2151387566465084
prize,price,person_1676,premio,precio,Spanish,RN,es,0.16919142515815622
earlier,before,person_1676,antes,antes,Spanish,RY,es,0.35635708991829274
prize,price,person_1676,premio,precio,Spanish,RN,es,0.16919142515815622
clothing,cloth,person_1676,ropa,paño,Spanish,RN,es,0.3569665235096017
clothes,cloths,person_1676,ropa,paños,Spanish,RN,es,0.5626046156686393
boring,bored,person_1676,aburrido,aburrido,Spanish,RJ,es,0.4821940942275872
clothes,cloths,person_1676,ropa,paños,Spanish,RN,es,0.5626046156686393
reply,response,person_1717,respuesta,respuesta,Spanish,RN,es,0.48101086870170495
miss,lose,person_1267,perder,perder,Spanish,RV,es,0.2470627929975691
surfing,surf,person_1267,surf,surf,Spanish,RN,es,0.6966891104569267
make,do,person_1267,hacer,hacer,Spanish,RV,es,0.3857835826030168
paint,pain,person_1267,pintura,dolor,Spanish,RN,es,0.039235632503938245
choose,like,person_691,elegir,gusta,Spanish,RV,es,0.24889239763426735
do,practice,person_691,hacer,practicar,Spanish,RV,es,0.14133774224124127
give,tell,person_691,dar,dile,Spanish,RV,es,0.4242133453061221
hold,take,person_691,sostener,tomar,Spanish,RV,es,0.3915197106380534
wasn't,hadnt,person_691,no,hubiera,Spanish,RV,es,0.28162738298028456
dedicated,worked,person_691,dedicado,trabajado,Spanish,RV,es,0.18692813498638874
do,practice,person_652,hacer,practicar,Spanish,RV,es,0.14133774224124127
looking,seeing,person_652,mirando,ver,Spanish,RV,es,0.41703216258171716
would,could,person_652,haría,podría,Spanish,RV,es,0.6650887562282077
only,also,person_652,sólo,también,Spanish,RY,es,0.43421344335426626
request,required,person_444,solicitar,necesaria,Spanish,RV,es,0.26996307494576
month,time,person_444,mes,tiempo,Spanish,RN,es,0.38442938847954855
think,consider,person_444,pensar,considerar,Spanish,RV,es,0.4409178673578903
tyre,wheel,person_444,neumático,rueda,Spanish,RN,es,0.3549934456632371
luxurious,luxury,person_444,lujoso,lujo,Spanish,RJ,es,0.6380313832340612
staying,living,person_644,alojarse,vivir,Spanish,RV,es,0.24215141250839217
fun,funny,person_644,divertido,gracioso,Spanish,RJ,es,0.401619598331457
do,make,person_644,hacer,hacer,Spanish,RV,es,0.3857835826030168
fun,funny,person_644,divertido,gracioso,Spanish,RJ,es,0.401619598331457
would,could,person_730,haría,podría,Spanish,RV,es,0.6650887562282077
venue,place,person_730,lugar,lugar,Spanish,RN,es,0.26396505834144857
raise,save,person_730,levantar,salvar,Spanish,RV,es,0.2199194783737865
attending,joined,person_730,asistir,ensambló,Spanish,RV,es,0.274268065502807
do,have,person_730,hacer,tener,Spanish,RV,es,0.385893082855613
most,more,person_730,más,más,Spanish,RY,es,0.38210895531917577
most,more,person_730,más,más,Spanish,RY,es,0.38210895531917577
option,choice,person_61,opción,elección,Spanish,RN,es,0.48789862454613275
begin,start,person_61,comenzar,empezar,Spanish,RV,es,0.5822811491398148
keen,kind,person_61,entusiasta,amable,Spanish,RJ,es,0.22306341847324374
pay,spend,person_61,pagar,pasar,Spanish,RV,es,0.33710344188847374
choice,option,person_447,elección,opción,Spanish,RN,es,0.48789862454613275
fun,funny,person_447,divertido,gracioso,Spanish,RJ,es,0.401619598331457
stars,group,person_447,estrellas,grupo,Spanish,RN,es,0.08176679274544366
really,enormous,person_447,realmente,enorme,Spanish,RY,es,0.2073167916710824
going,doing,person_447,va,haciendo,Spanish,RV,es,0.5224778739069628
asked,made,person_59,preguntó,hecho,Spanish,RV,es,0.22541582635813773
finish,close,person_2635,terminar,cerrar,Spanish,RV,es,0.14421115950790447
been,gone,person_2740,sido,ido,Spanish,RV,es,0.4591848103106723
try,have,person_2740,intentar,tener,Spanish,RV,es,0.3517159172277491
bring,take,person_2740,traer,tomar,Spanish,RV,es,0.3767094029229452
give,make,person_2740,dar,hacer,Spanish,RV,es,0.3815471786107779
really,very,person_720,realmente,muy,Spanish,RY,es,0.48635202887077444
very,fairly,person_720,muy,bastante,Spanish,RY,es,0.6872050739145762
recent,last,person_720,reciente,última,Spanish,RJ,es,0.3649825952403223
summer,winter,person_495,verano,invierno,Spanish,RN,es,0.6252702778210895
say,tell,person_326,decir,dile,Spanish,RV,es,0.5707501672534092
would,am,person_326,haría,soy,Spanish,RV,es,0.2268250511008853
would,am,person_326,haría,soy,Spanish,RV,es,0.2268250511008853
interested,interesting,person_326,interesado,interesante,Spanish,RJ,es,0.31248637419861225
subjects,object,person_326,temas,objeto,Spanish,RN,es,0.15395514261948995
want,like,person_326,quiero,gusta,Spanish,RV,es,0.5165116607047724
haven't,didn't,person_326,no,no,Spanish,RV,es,0.7383181606237983
want,like,person_326,quiero,gusta,Spanish,RV,es,0.5165116607047724
do,put,person_326,hacer,poner,Spanish,RV,es,0.29926531240048476
go,get,person_326,ir,conseguir,Spanish,RV,es,0.3920601421175638
do,practice,person_2420,hacer,practicar,Spanish,RV,es,0.14133774224124127
clothing,cloth,person_2420,ropa,paño,Spanish,RN,es,0.3569665235096017
look,see,person_2420,mira,ver,Spanish,RV,es,0.4905748360687865
clothing,cloth,person_2420,ropa,paño,Spanish,RN,es,0.3569665235096017
instance,moment,person_2420,instancia,momento,Spanish,RN,es,0.25926257867563973
requested,ask,person_2346,solicitado,preguntar,Spanish,RV,es,0.35091052597793315
time,date,person_2346,tiempo,fecha,Spanish,RN,es,0.26378020622931003
play,do,person_2346,jugar,hacer,Spanish,RV,es,0.2052168597262832
trip,travel,person_2346,viaje,viaje,Spanish,RN,es,0.4148212561435649
only,just,person_2583,sólo,sólo,Spanish,RY,es,0.523938030199832
doing,practicing,person_2583,haciendo,practicando,Spanish,RV,es,0.3264111867414605
good,well,person_2583,buena,bien,Spanish,RJ,es,0.3740056994869589
option,one,person_2583,opción,uno,Spanish,RN,es,0.253144831609935
subject,reason,person_2583,sujeto,razón,Spanish,RN,es,0.17365132644760092
provide,answer,person_1441,proporcionar,contestar,Spanish,RV,es,0.22043648086229256
month,time,person_1290,mes,tiempo,Spanish,RN,es,0.38442938847954855
chance,possibility,person_1290,oportunidad,posibilidad,Spanish,RN,es,0.3617718178731056
do,practice,person_1290,hacer,practicar,Spanish,RV,es,0.14133774224124127
crowd,people,person_1290,multitud,gente,Spanish,RN,es,0.24941359525958987
go,were,person_1290,ir,fueron,Spanish,RV,es,0.2152242577552708
hearing,listening,person_2571,escuchar,escuchar,Spanish,RV,es,0.37402585589793425
check,test,person_1044,cheque,prueba,Spanish,RN,es,0.2761029060993503
really,already,person_1044,realmente,ya,Spanish,RY,es,0.41070418515819035
able,unable,person_1044,capaz,incapaz,Spanish,RJ,es,0.5222492780331814
can't,don't,person_2001,no,no,Spanish,RV,es,0.8497809795697586
couldn't,didn't,person_2001,podía,no,Spanish,RV,es,0.8521369104017731
stay,be,person_1534,quedarse,ser,Spanish,RV,es,0.2336481976151053
figure,weight,person_1534,figura,peso,Spanish,RN,es,0.14416465884179142
team,selection,person_1118,equipo,selección,Spanish,RN,es,0.14989502710149183
excited,exiting,person_1124,emocionado,salir,Spanish,RJ,es,0.10215621113265805
trip,travel,person_1124,viaje,viaje,Spanish,RN,es,0.4148212561435649
attend,listen,person_1124,asistir,escucha,Spanish,RV,es,0.20927278122801857
check,control,person_1124,comprobar,controlar,Spanish,RV,es,0.11631940256785384
excited,existing,person_1124,emocionado,existente,Spanish,RJ,es,0.0062325606135188415
especially,specially,person_1124,especialmente,especialmente,Spanish,RY,es,0.33052717780937146
cover,pay,person_1130,cubrir,pagar,Spanish,RV,es,0.16113406776429168
well,fine,person_1130,bien,fina,Spanish,RY,es,0.3214957606208674
wanted,pleased,person_1130,quería,agradó,Spanish,RV,es,0.3767402719229527
thank,give,person_2388,agradecer,dar,Spanish,RV,es,0.3070318402490689
trip,travel,person_2388,viaje,viaje,Spanish,RN,es,0.4148212561435649
work,job,person_82,trabajo,trabajo,Spanish,RN,es,0.4075042245178163
meet,knew,person_82,conocer,sabía,Spanish,RV,es,0.2027150804076765
month,period,person_881,mes,período,Spanish,RN,es,0.3679949888024886
provide,give,person_881,proporcionar,dar,Spanish,RV,es,0.48128086841880124
exciting,excited,person_1907,emocionante,emocionado,Spanish,RJ,es,0.4384039609207675
great,grateful,person_1907,gran,agradecido,Spanish,RJ,es,0.3493889887596108
bring,carry,person_83,traer,llevar,Spanish,RV,es,0.27936974903371564
waste,lose,person_83,desperdiciar,perder,Spanish,RV,es,0.1602788848582944
do,take,person_2576,hacer,tomar,Spanish,RV,es,0.32496148548175047
arise,happen,person_1903,surgen,suceder,Spanish,RV,es,0.34218951684061855
consumerist,consuming,person_1903,consumista,consumir,Spanish,RJ,es,0.1693966839647834
standard,level,person_2013,norma,nivel,Spanish,RN,es,0.2701985789268841
possible,able,person_2013,posible,capaz,Spanish,RJ,es,0.3127942811547789
boring,bored,person_2013,aburrido,aburrido,Spanish,RJ,es,0.4821940942275872
fun,funny,person_2013,divertido,gracioso,Spanish,RJ,es,0.401619598331457
floor,ground,person_2013,piso,suelo,Spanish,RN,es,0.39653849337320846
fell,felt,person_2013,cayó,sentía,Spanish,RV,es,0.28470458992916814
join,enjoy,person_2013,unirse,disfrutar,Spanish,RV,es,0.2544790917992034
fun,funny,person_2013,divertido,gracioso,Spanish,RJ,es,0.401619598331457
stay,be,person_2371,quedarse,ser,Spanish,RV,es,0.2336481976151053
get,go,person_2371,conseguir,ir,Spanish,RV,es,0.3920601421175638
enjoy,like,person_2371,disfrutar,gusta,Spanish,RV,es,0.2944350489591675
backdrop,background,person_2371,telón,fondo,Spanish,RN,es,0.37215688015940673
worthwhile,worthy,person_2371,mérito,digno,Spanish,RJ,es,0.474752784571168
really,mostly,person_2371,realmente,mayormente,Spanish,RY,es,0.29666351766835497
stay,have,person_1877,quedarse,tener,Spanish,RV,es,0.21046000279708418
swimmer,swimming,person_1877,nadador,natación,Spanish,RN,es,0.49011518551047406
flight,travel,person_1877,vuelo,viaje,Spanish,RN,es,0.30867753527716124
good,well,person_1877,buena,bien,Spanish,RJ,es,0.3740056994869589
computing,computer,person_918,computación,computadora,Spanish,RN,es,0.38537248783622724
industry,field,person_918,industria,campo,Spanish,RN,es,0.23393769531953978
staff,stuff,person_918,personal,cosas,Spanish,RN,es,0.07474300934776673
simply,only,person_918,simplemente,sólo,Spanish,RY,es,0.4944278622947915
choose,take,person_918,elegir,tomar,Spanish,RV,es,0.26206543040348135
concern,attention,person_2039,preocupación,atención,Spanish,RN,es,0.2820565402216432
sincerely,faithfully,person_2039,sinceramente,fielmente,Spanish,RY,es,0.3185136213547491
shopping,buying,person_2039,compras,comprar,Spanish,RV,es,0.30599161942295766
trip,bag,person_2039,viaje,bolsa,Spanish,RN,es,0.24681182258414291
would,could,person_2561,haría,podría,Spanish,RV,es,0.6650887562282077
had,get,person_2561,tenía,conseguir,Spanish,RV,es,0.3763860266301577
world,word,person_2561,mundo,palabra,Spanish,RN,es,0.14285707197922232
letter,mail,person_2561,carta,correo,Spanish,RN,es,0.34327840146373695
month,moth,person_2561,mes,polilla,Spanish,RN,es,0.029289678957818623
had,must,person_2561,tenía,debe,Spanish,RV,es,0.35985365586371554
won't,shouldn't,person_2561,no,debería,Spanish,RV,es,0.8424647008544544
course,curse,person_2561,curso,maldición,Spanish,RN,es,0.08654161295312685
news,notice,person_2212,noticias,aviso,Spanish,RN,es,0.18440320264135182
log,lab,person_2212,registro,laboratorio,Spanish,RN,es,0.07630056633044505
do,practice,person_2212,hacer,practicar,Spanish,RV,es,0.14133774224124127
danger,risk,person_2212,peligro,riesgo,Spanish,RN,es,0.4272496022987102
go,do,person_2212,ir,hacer,Spanish,RV,es,0.539136677207568
drive,get,person_2212,conducir,conseguir,Spanish,RV,es,0.21269660550830988
crowded,close,person_2212,concurrido,cerca,Spanish,RJ,es,0.2310875884843463
time,hour,person_2212,tiempo,hora,Spanish,RN,es,0.3798562468256748
goes,do,person_2212,va,hacer,Spanish,RV,es,0.24019733607293092
summer,winter,person_1082,verano,invierno,Spanish,RN,es,0.6252702778210895
break,brake,person_1082,rotura,freno,Spanish,RN,es,0.14363833281888694
prefer,prepare,person_1082,prefieren,preparar,Spanish,RV,es,0.15824253488837975
had,got,person_1082,tenía,tiene,Spanish,RV,es,0.5548759252093133
part,poet,person_1082,parte,poeta,Spanish,RN,es,0.03908101155028632
cause,take,person_1082,causar,tomar,Spanish,RV,es,0.19203302456213084
ms,mr.,person_2010,sra.,sr.,Spanish,RN,es,0.18777643560029192
cope,being,person_2010,sobrellevarlo,ser,Spanish,RV,es,0.2007329203401212
temptation,fact,person_2010,tentación,hecho,Spanish,RN,es,0.17458511579113736
desire,wants,person_2010,deseo,quiere,Spanish,RN,es,0.30567074909508885
do,make,person_2010,hacer,hacer,Spanish,RV,es,0.3857835826030168
advance,anticipation,person_1542,avanzan,anticipación,Spanish,RN,es,0.21000184037732578
extra-curricular,extra,person_1542,extracurriculares,extra,Spanish,RJ,es,0.13939908845961618
happen,occur,person_2711,suceder,ocurrir,Spanish,RV,es,0.5403473399406905
plane,flight,person_2711,avión,vuelo,Spanish,RN,es,0.5389401159763889
plane,flight,person_2711,avión,vuelo,Spanish,RN,es,0.5389401159763889
do,would,person_1153,hacer,haría,Spanish,RV,es,0.48112821388539023
grateful,thankful,person_1153,agradecido,agradecido,Spanish,RJ,es,0.6796074261254261
asked,told,person_1153,preguntó,dije,Spanish,RV,es,0.5829959086942467
row,line,person_1153,fila,línea,Spanish,RN,es,0.19655436322427494
spend,pass,person_438,pasar,pasar,Spanish,RV,es,0.11514183880678697
options,possibilities,person_438,opciones,posibilidades,Spanish,RN,es,0.41786210194141815
was,got,person_438,fue,tiene,Spanish,RV,es,0.45021301940745917
row,line,person_438,fila,línea,Spanish,RN,es,0.19655436322427494
news,notice,person_1151,noticias,aviso,Spanish,RN,es,0.18440320264135182
asked,made,person_1151,preguntó,hecho,Spanish,RV,es,0.22541582635813773
do,practice,person_1151,hacer,practicar,Spanish,RV,es,0.14133774224124127
do,make,person_1151,hacer,hacer,Spanish,RV,es,0.3857835826030168
together,up,person_1151,juntos,arriba,Spanish,RY,es,0.25902755219198786
shouldn't,don't,person_1151,debería,no,Spanish,RV,es,0.8479242968733616
reply,replay,person_821,respuesta,repetición,Spanish,RN,es,0.13085873553079755
presented,settled,person_821,presentó,colocado,Spanish,RV,es,0.14893224062704014
captain,leader,person_821,capitán,líder,Spanish,RN,es,0.3339158457519541
sessions,periods,person_821,sesiones,períodos,Spanish,RN,es,0.247741503004463
kind,staff,person_821,tipo,personal,Spanish,RN,es,0.10000979390298517
only,unique,person_821,única,único,Spanish,RJ,es,0.20448572225828593
robbed,stolen,person_821,robado,robado,Spanish,RV,es,0.5009058458867386
crowd,public,person_2114,multitud,público,Spanish,RN,es,0.14478548665115065
venue,room,person_2114,lugar,habitación,Spanish,RN,es,0.22876574255436005
late,latter,person_2114,retraso,último,Spanish,RY,es,0.25956845085123936
did,made,person_2114,hizo,hecho,Spanish,RV,es,0.290549075744307
only,just,person_202,sólo,sólo,Spanish,RY,es,0.523938030199832
off,free,person_202,apagado,libre,Spanish,RJ,es,0.11992494320529515
badly,uncomfortable,person_202,mal,incómodo,Spanish,RY,es,0.28649530314400573
prize,price,person_2505,premio,precio,Spanish,RN,es,0.16919142515815622
month,dates,person_2505,mes,fechas,Spanish,RN,es,0.21639130021738262
danger,risk,person_2505,peligro,riesgo,Spanish,RN,es,0.4272496022987102
job,work,person_2505,trabajo,trabajo,Spanish,RN,es,0.4075042245178163
quickly,soon,person_2505,rápidamente,pronto,Spanish,RY,es,0.4325760391544102
exciting,exited,person_2505,emocionante,salió,Spanish,RJ,es,0.0916114346550838
guy,gay,person_2505,tipo,gay,Spanish,RN,es,0.2791151384882328
stay,go,person_1568,quedarse,ir,Spanish,RV,es,0.2619981334178497
asked,told,person_1597,preguntó,dije,Spanish,RV,es,0.5829959086942467
fun,funnier,person_1597,divertido,divertido,Spanish,RJ,es,0.3261999186536848
clean,clear,person_2129,limpiar,despejar,Spanish,RV,es,0.2621741908242794
cleaning,clearing,person_2129,limpiar,despejar,Spanish,RV,es,0.32482689154711697
bring,enter,person_2129,traer,entrar,Spanish,RV,es,0.18548063232971862
