c,i,id,l1_c,l1_i,language,type,code
competition,competence,person_1363,competencia,competencia,Spanish,RN,es
go,do,person_1363,ir,hacer,Spanish,RV,es
think,find,person_2050,pensar,encontrar,Spanish,RV,es
row,position,person_2050,fila,posición,Spanish,RN,es
clothing,clothes,person_1565,ropa,ropa,Spanish,RN,es
breaks,brakes,person_1565,roturas,frenos,Spanish,RN,es
learn,know,person_2535,aprender,sabe,Spanish,RV,es
choir,chorus,person_2535,coro,coro,Spanish,RN,es
very,too,person_2535,muy,demasiado,Spanish,RY,es
month,days,person_1996,mes,días,Spanish,RN,es
well,fine,person_1996,bien,fina,Spanish,RJ,es
choose,try,person_804,elegir,intentar,Spanish,RV,es
do,practice,person_804,hacer,practicar,Spanish,RV,es
tried,done,person_804,intentado,hecho,Spanish,RV,es
will,may,person_804,voluntad,puede,Spanish,RV,es
expenses,costs,person_804,gastos,costos,Spanish,RN,es
great,very,person_804,gran,muy,Spanish,RY,es
think,thank,person_804,pensar,agradecer,Spanish,RV,es
large,big,person_804,grande,gran,Spanish,RJ,es
think,find,person_1160,pensar,encontrar,Spanish,RV,es
club,group,person_1160,club,grupo,Spanish,RN,es
want,wish,person_1160,quiero,gustaría,Spanish,RV,es
music,musical,person_1160,música,musical,Spanish,RN,es
want,wonder,person_1821,quiero,pregunto,Spanish,RV,es
log,long,person_782,registro,largo,Spanish,RJ,es
fan,fanatic,person_2250,ventilador,fanático,Spanish,RN,es
helpful,suitable,person_2250,servicial,conveniente,Spanish,RJ,es
assistant,assistance,person_2250,asistente,asistencia,Spanish,RN,es
job,work,person_2250,trabajo,trabajo,Spanish,RN,es
act,performance,person_2250,acto,rendimiento,Spanish,RN,es
costumes,customs,person_2250,trajes,aduanas,Spanish,RN,es
prize,price,person_1676,premio,precio,Spanish,RN,es
earlier,before,person_1676,antes,antes,Spanish,RY,es
prize,price,person_1676,premio,precio,Spanish,RN,es
clothing,cloth,person_1676,ropa,paño,Spanish,RN,es
clothes,cloths,person_1676,ropa,paños,Spanish,RN,es
boring,bored,person_1676,aburrido,aburrido,Spanish,RJ,es
clothes,cloths,person_1676,ropa,paños,Spanish,RN,es
reply,response,person_1717,respuesta,respuesta,Spanish,RN,es
miss,lose,person_1267,perder,perder,Spanish,RV,es
surfing,surf,person_1267,surf,surf,Spanish,RN,es
make,do,person_1267,hacer,hacer,Spanish,RV,es
paint,pain,person_1267,pintura,dolor,Spanish,RN,es
choose,like,person_691,elegir,gusta,Spanish,RV,es
do,practice,person_691,hacer,practicar,Spanish,RV,es
give,tell,person_691,dar,dile,Spanish,RV,es
hold,take,person_691,sostener,tomar,Spanish,RV,es
wasn't,hadn't,person_691,no,hubiera,Spanish,RV,es
dedicated,worked,person_691,dedicado,trabajado,Spanish,RV,es
do,practice,person_652,hacer,practicar,Spanish,RV,es
looking,seeing,person_652,mirando,ver,Spanish,RV,es
would,could,person_652,haría,podría,Spanish,RV,es
only,also,person_652,sólo,también,Spanish,RY,es
request,required,person_444,solicitar,necesaria,Spanish,RV,es
month,time,person_444,mes,tiempo,Spanish,RN,es
think,consider,person_444,pensar,considerar,Spanish,RV,es
tyre,wheel,person_444,neumático,rueda,Spanish,RN,es
luxurious,luxury,person_444,lujoso,lujo,Spanish,RJ,es
staying,living,person_644,alojarse,vivir,Spanish,RV,es
fun,funny,person_644,divertido,gracioso,Spanish,RJ,es
do,make,person_644,hacer,hacer,Spanish,RV,es
fun,funny,person_644,divertido,gracioso,Spanish,RJ,es
would,could,person_730,haría,podría,Spanish,RV,es
venue,place,person_730,lugar,lugar,Spanish,RN,es
raise,save,person_730,levantar,salvar,Spanish,RV,es
attending,joined,person_730,asistir,ensambló,Spanish,RV,es
do,have,person_730,hacer,tener,Spanish,RV,es
most,more,person_730,más,más,Spanish,RY,es
most,more,person_730,más,más,Spanish,RY,es
option,choice,person_61,opción,elección,Spanish,RN,es
begin,start,person_61,comenzar,empezar,Spanish,RV,es
keen,kind,person_61,entusiasta,amable,Spanish,RJ,es
pay,spend,person_61,pagar,pasar,Spanish,RV,es
choice,option,person_447,elección,opción,Spanish,RN,es
fun,funny,person_447,divertido,gracioso,Spanish,RJ,es
stars,group,person_447,estrellas,grupo,Spanish,RN,es
really,enormous,person_447,realmente,enorme,Spanish,RY,es
going,doing,person_447,va,haciendo,Spanish,RV,es
asked,made,person_59,preguntó,hecho,Spanish,RV,es
finish,close,person_2635,terminar,cerrar,Spanish,RV,es
been,gone,person_2740,sido,ido,Spanish,RV,es
try,have,person_2740,intentar,tener,Spanish,RV,es
bring,take,person_2740,traer,tomar,Spanish,RV,es
give,make,person_2740,dar,hacer,Spanish,RV,es
really,very,person_720,realmente,muy,Spanish,RY,es
very,fairly,person_720,muy,bastante,Spanish,RY,es
recent,last,person_720,reciente,última,Spanish,RJ,es
summer,winter,person_495,verano,invierno,Spanish,RN,es
say,tell,person_326,decir,dile,Spanish,RV,es
would,am,person_326,haría,soy,Spanish,RV,es
would,am,person_326,haría,soy,Spanish,RV,es
interested,interesting,person_326,interesado,interesante,Spanish,RJ,es
subjects,object,person_326,temas,objeto,Spanish,RN,es
want,like,person_326,quiero,gusta,Spanish,RV,es
haven't,didn't,person_326,no,no,Spanish,RV,es
want,like,person_326,quiero,gusta,Spanish,RV,es
do,put,person_326,hacer,poner,Spanish,RV,es
go,get,person_326,ir,conseguir,Spanish,RV,es
do,practice,person_2420,hacer,practicar,Spanish,RV,es
clothing,cloth,person_2420,ropa,paño,Spanish,RN,es
look,see,person_2420,mira,ver,Spanish,RV,es
clothing,cloth,person_2420,ropa,paño,Spanish,RN,es
instance,moment,person_2420,instancia,momento,Spanish,RN,es
requested,ask,person_2346,solicitado,preguntar,Spanish,RV,es
time,date,person_2346,tiempo,fecha,Spanish,RN,es
play,do,person_2346,jugar,hacer,Spanish,RV,es
trip,travel,person_2346,viaje,viaje,Spanish,RN,es
only,just,person_2583,sólo,sólo,Spanish,RY,es
doing,practicing,person_2583,haciendo,practicando,Spanish,RV,es
good,well,person_2583,buena,bien,Spanish,RJ,es
option,one,person_2583,opción,uno,Spanish,RN,es
subject,reason,person_2583,sujeto,razón,Spanish,RN,es
provide,answer,person_1441,proporcionar,contestar,Spanish,RV,es
MONTH,TIME,person_1290,mes,tiempo,Spanish,RN,es
CHANCE,POSSIBILITY,person_1290,oportunidad,posibilidad,Spanish,RN,es
DO,PRACTICE,person_1290,hacer,practicar,Spanish,RV,es
CROWD,PEOPLE,person_1290,multitud,gente,Spanish,RN,es
GO,WERE,person_1290,ir,fueron,Spanish,RV,es
hearing,listening,person_2571,escuchar,escuchar,Spanish,RV,es
CHECK,TEST,person_1044,cheque,prueba,Spanish,RN,es
REALLY,ALREADY,person_1044,realmente,ya,Spanish,RY,es
ABLE,UNABLE,person_1044,capaz,incapaz,Spanish,RJ,es
can't,don't,person_2001,no,no,Spanish,RV,es
couldn't,didn't,person_2001,podía,no,Spanish,RV,es
stay,be,person_1534,quedarse,ser,Spanish,RV,es
figure,weight,person_1534,figura,peso,Spanish,RN,es
team,selection,person_1118,equipo,selección,Spanish,RN,es
excited,exiting,person_1124,emocionado,salir,Spanish,RJ,es
trip,travel,person_1124,viaje,viaje,Spanish,RN,es
attend,listen,person_1124,asistir,escucha,Spanish,RV,es
check,control,person_1124,comprobar,controlar,Spanish,RV,es
excited,existing,person_1124,emocionado,existente,Spanish,RJ,es
especially,specially,person_1124,especialmente,especialmente,Spanish,RY,es
cover,pay,person_1130,cubrir,pagar,Spanish,RV,es
well,fine,person_1130,bien,fina,Spanish,RY,es
wanted,pleased,person_1130,quería,agradó,Spanish,RV,es
thank,give,person_2388,agradecer,dar,Spanish,RV,es
trip,travel,person_2388,viaje,viaje,Spanish,RN,es
work,job,person_82,trabajo,trabajo,Spanish,RN,es
meet,knew,person_82,conocer,sabía,Spanish,RV,es
month,period,person_881,mes,período,Spanish,RN,es
provide,give,person_881,proporcionar,dar,Spanish,RV,es
exciting,excited,person_1907,emocionante,emocionado,Spanish,RJ,es
great,grateful,person_1907,gran,agradecido,Spanish,RJ,es
bring,carry,person_83,traer,llevar,Spanish,RV,es
waste,lose,person_83,desperdiciar,perder,Spanish,RV,es
do,take,person_2576,hacer,tomar,Spanish,RV,es
arise,happen,person_1903,surgen,suceder,Spanish,RV,es
consumerist,consuming,person_1903,consumista,consumir,Spanish,RJ,es
standard,level,person_2013,norma,nivel,Spanish,RN,es
possible,able,person_2013,posible,capaz,Spanish,RJ,es
boring,bored,person_2013,aburrido,aburrido,Spanish,RJ,es
fun,funny,person_2013,divertido,gracioso,Spanish,RJ,es
floor,ground,person_2013,piso,suelo,Spanish,RN,es
fell,felt,person_2013,cayó,sentía,Spanish,RV,es
join,enjoy,person_2013,unirse,disfrutar,Spanish,RV,es
fun,funny,person_2013,divertido,gracioso,Spanish,RJ,es
stay,be,person_2371,quedarse,ser,Spanish,RV,es
get,go,person_2371,conseguir,ir,Spanish,RV,es
enjoy,like,person_2371,disfrutar,gusta,Spanish,RV,es
backdrop,background,person_2371,telón,fondo,Spanish,RN,es
worthwhile,worthy,person_2371,mérito,digno,Spanish,RJ,es
really,mostly,person_2371,realmente,mayormente,Spanish,RY,es
stay,have,person_1877,quedarse,tener,Spanish,RV,es
swimmer,swimming,person_1877,nadador,natación,Spanish,RN,es
flight,travel,person_1877,vuelo,viaje,Spanish,RN,es
good,well,person_1877,buena,bien,Spanish,RJ,es
computing,computer,person_918,computación,computadora,Spanish,RN,es
industry,field,person_918,industria,campo,Spanish,RN,es
staff,stuff,person_918,personal,cosas,Spanish,RN,es
simply,only,person_918,simplemente,sólo,Spanish,RY,es
choose,take,person_918,elegir,tomar,Spanish,RV,es
concern,attention,person_2039,preocupación,atención,Spanish,RN,es
sincerely,faithfully,person_2039,sinceramente,fielmente,Spanish,RY,es
shopping,buying,person_2039,compras,comprar,Spanish,RV,es
trip,bag,person_2039,viaje,bolsa,Spanish,RN,es
would,could,person_2561,haría,podría,Spanish,RV,es
had,get,person_2561,tenía,conseguir,Spanish,RV,es
world,word,person_2561,mundo,palabra,Spanish,RN,es
letter,mail,person_2561,carta,correo,Spanish,RN,es
month,moth,person_2561,mes,polilla,Spanish,RN,es
had,must,person_2561,tenía,debe,Spanish,RV,es
won't,shouldn't,person_2561,no,debería,Spanish,RV,es
course,curse,person_2561,curso,maldición,Spanish,RN,es
news,notice,person_2212,noticias,aviso,Spanish,RN,es
log,lab,person_2212,registro,laboratorio,Spanish,RN,es
do,practice,person_2212,hacer,practicar,Spanish,RV,es
danger,risk,person_2212,peligro,riesgo,Spanish,RN,es
go,do,person_2212,ir,hacer,Spanish,RV,es
drive,get,person_2212,conducir,conseguir,Spanish,RV,es
crowded,close,person_2212,concurrido,cerca,Spanish,RJ,es
time,hour,person_2212,tiempo,hora,Spanish,RN,es
goes,do,person_2212,va,hacer,Spanish,RV,es
summer,winter,person_1082,verano,invierno,Spanish,RN,es
break,brake,person_1082,rotura,freno,Spanish,RN,es
prefer,prepare,person_1082,prefieren,preparar,Spanish,RV,es
had,got,person_1082,tenía,tiene,Spanish,RV,es
part,poet,person_1082,parte,poeta,Spanish,RN,es
cause,take,person_1082,causar,tomar,Spanish,RV,es
Ms,Mr.,person_2010,sra.,sr.,Spanish,RN,es
cope,being,person_2010,sobrellevarlo,ser,Spanish,RV,es
temptation,fact,person_2010,tentación,hecho,Spanish,RN,es
desire,wants,person_2010,deseo,quiere,Spanish,RN,es
do,make,person_2010,hacer,hacer,Spanish,RV,es
advance,anticipation,person_1542,avanzan,anticipación,Spanish,RN,es
extra-curricular,extra,person_1542,extracurriculares,extra,Spanish,RJ,es
happen,occur,person_2711,suceder,ocurrir,Spanish,RV,es
plane,flight,person_2711,avión,vuelo,Spanish,RN,es
plane,flight,person_2711,avión,vuelo,Spanish,RN,es
do,would,person_1153,hacer,haría,Spanish,RV,es
grateful,thankful,person_1153,agradecido,agradecido,Spanish,RJ,es
asked,told,person_1153,preguntó,dije,Spanish,RV,es
row,line,person_1153,fila,línea,Spanish,RN,es
spend,pass,person_438,pasar,pasar,Spanish,RV,es
options,possibilities,person_438,opciones,posibilidades,Spanish,RN,es
was,got,person_438,fue,tiene,Spanish,RV,es
row,line,person_438,fila,línea,Spanish,RN,es
NEWS,NOTICE,person_1151,noticias,aviso,Spanish,RN,es
ASKED,MADE,person_1151,preguntó,hecho,Spanish,RV,es
DO,PRACTICE,person_1151,hacer,practicar,Spanish,RV,es
DO,MAKE,person_1151,hacer,hacer,Spanish,RV,es
TOGETHER,UP,person_1151,juntos,arriba,Spanish,RY,es
SHOULDN'T,DON'T,person_1151,debería,no,Spanish,RV,es
reply,replay,person_821,respuesta,repetición,Spanish,RN,es
presented,settled,person_821,presentó,colocado,Spanish,RV,es
captain,leader,person_821,capitán,líder,Spanish,RN,es
sessions,periods,person_821,sesiones,períodos,Spanish,RN,es
kind,staff,person_821,tipo,personal,Spanish,RN,es
only,unique,person_821,única,único,Spanish,RJ,es
robbed,stolen,person_821,robado,robado,Spanish,RV,es
crowd,public,person_2114,multitud,público,Spanish,RN,es
venue,room,person_2114,lugar,habitación,Spanish,RN,es
late,latter,person_2114,retraso,último,Spanish,RY,es
did,made,person_2114,hizo,hecho,Spanish,RV,es
only,just,person_202,sólo,sólo,Spanish,RY,es
off,free,person_202,apagado,libre,Spanish,RJ,es
badly,uncomfortable,person_202,mal,incómodo,Spanish,RY,es
prize,price,person_2505,premio,precio,Spanish,RN,es
month,dates,person_2505,mes,fechas,Spanish,RN,es
danger,risk,person_2505,peligro,riesgo,Spanish,RN,es
job,work,person_2505,trabajo,trabajo,Spanish,RN,es
quickly,soon,person_2505,rápidamente,pronto,Spanish,RY,es
exciting,exited,person_2505,emocionante,salió,Spanish,RJ,es
guy,gay,person_2505,tipo,gay,Spanish,RN,es
stay,go,person_1568,quedarse,ir,Spanish,RV,es
asked,told,person_1597,preguntó,dije,Spanish,RV,es
fun,funnier,person_1597,divertido,divertido,Spanish,RJ,es
clean,clear,person_2129,limpiar,despejar,Spanish,RV,es
cleaning,clearing,person_2129,limpiar,despejar,Spanish,RV,es
bring,enter,person_2129,traer,entrar,Spanish,RV,es
ready,prepared,person_2129,listo,preparado,Spanish,RJ,es
do,make,person_2129,hacer,hacer,Spanish,RV,es
check,tests,person_2129,cheque,pruebas,Spanish,RN,es
am,get,person_1193,soy,conseguir,Spanish,RV,es
staff,stuff,person_1193,personal,cosas,Spanish,RN,es
music,playing,person_1193,música,jugando,Spanish,RN,es
audience,public,person_1193,audiencia,público,Spanish,RN,es
month,date,person_2449,mes,fecha,Spanish,RN,es
boss,work,person_2449,jefe,trabajo,Spanish,RN,es
choice,option,person_2449,elección,opción,Spanish,RN,es
giving,doing,person_2449,dando,haciendo,Spanish,RV,es
questions,requests,person_777,preguntas,solicitudes,Spanish,RN,es
singer,leader,person_777,cantante,líder,Spanish,RN,es
prize,price,person_763,premio,precio,Spanish,RN,es
questions,requests,person_763,preguntas,solicitudes,Spanish,RN,es
mutual,common,person_763,mutuo,común,Spanish,RJ,es
staff,organization,person_763,personal,organización,Spanish,RN,es
also,besides,person_763,también,además,Spanish,RY,es
Hoping,Hopping,person_763,esperando,lupulización,Spanish,RV,es
photography,photo,person_372,fotografía,foto,Spanish,RN,es
join,make,person_372,unirse,hacer,Spanish,RV,es
waste,waist,person_372,residuos,cintura,Spanish,RN,es
window,front,person_372,ventana,frente,Spanish,RN,es
package,packet,person_372,paquete,paquete,Spanish,RN,es
get,find,person_372,conseguir,encontrar,Spanish,RV,es
trip,travel,person_358,viaje,viaje,Spanish,RN,es
ask,demand,person_358,preguntar,demandar,Spanish,RV,es
campsite,camping,person_358,camping,camping,Spanish,RN,es
do,take,person_358,hacer,tomar,Spanish,RV,es
painting,making,person_358,pintura,hacer,Spanish,RV,es
ask,add,person_358,preguntar,añadir,Spanish,RV,es
accurate,truly,person_358,precisa,verdaderamente,Spanish,RJ,es
ways,manners,person_358,maneras,modales,Spanish,RN,es
vengeance,revenge,person_358,venganza,venganza,Spanish,RN,es
tendency,trend,person_358,tendencia,tendencia,Spanish,RN,es
aspect,point,person_358,aspecto,punto,Spanish,RN,es
show,spectacle,person_24,espectáculo,espectáculo,Spanish,RN,es
got,found,person_24,tiene,encontrado,Spanish,RV,es
thoughts,impression,person_24,pensamientos,impresión,Spanish,RN,es
stay,go,person_1584,quedarse,ir,Spanish,RV,es
duet,duo,person_1584,dueto,dúo,Spanish,RN,es
beginner,start,person_1220,principiante,comienzo,Spanish,RN,es
plan,make,person_1220,planificar,hacer,Spanish,RV,es
especially,specially,person_1220,especialmente,especialmente,Spanish,RY,es
recipes,food,person_1220,recetas,alimentos,Spanish,RN,es
get,make,person_1220,conseguir,hacer,Spanish,RV,es
make,do,person_236,hacer,hacer,Spanish,RV,es
trip,travel,person_236,viaje,viaje,Spanish,RN,es
move,translate,person_236,mover,traducir,Spanish,RV,es
hope,believe,person_236,espero,creer,Spanish,RV,es
sincerely,faithfully,person_236,sinceramente,fielmente,Spanish,RY,es
latest,last,person_236,últimos,última,Spanish,RJ,es
afterwards,after,person_1306,luego,después,Spanish,RY,es
want,like,person_1306,quiero,gusta,Spanish,RV,es
sincerely,faithfully,person_1306,sinceramente,fielmente,Spanish,RY,es
be,do,person_1306,ser,hacer,Spanish,RV,es
publicity,news,person_1306,publicidad,noticias,Spanish,RN,es
brings,give,person_1306,trae,dar,Spanish,RV,es
lasts,is,person_1306,dura,es,Spanish,RV,es
would,do,person_1306,haría,hacer,Spanish,RV,es
planned,developed,person_2545,planeado,desarrollado,Spanish,RV,es
contents,contacts,person_2545,contenido,contactos,Spanish,RN,es
excited,exciting,person_1840,emocionado,emocionante,Spanish,RJ,es
sincerely,faithfully,person_1840,sinceramente,fielmente,Spanish,RY,es
small,little,person_1840,pequeño,poco,Spanish,RJ,es
time,moment,person_1840,tiempo,momento,Spanish,RN,es
learn,overcame,person_1840,aprender,superó,Spanish,RV,es
especially,specially,person_503,especialmente,especialmente,Spanish,RY,es
group,clan,person_503,grupo,clan,Spanish,RN,es
request,petition,person_503,petición,petición,Spanish,RN,es
stars,starts,person_503,estrellas,arranques,Spanish,RN,es
watched,controlled,person_503,miraba,controlado,Spanish,RV,es
buy,pay,person_503,comprar,pagar,Spanish,RV,es
interested,fond,person_2301,interesado,aficionado,Spanish,RJ,es
hear,listen,person_2301,oír,escucha,Spanish,RV,es
turn,time,person_2301,turno,tiempo,Spanish,RN,es
would,could,person_2077,haría,podría,Spanish,RV,es
forward,for,person_2077,adelante,para,Spanish,RY,es
learn,know,person_1225,aprender,sabe,Spanish,RV,es
see,watch,person_1225,ver,ver,Spanish,RV,es
might,could,person_1225,podría,podría,Spanish,RV,es
near,close,person_1225,cerca,cerca,Spanish,RJ,es
MAKING,HAVING,person_1234,hacer,tener,Spanish,RV,es
INTERESTED,INTERESTING,person_1234,interesado,interesante,Spanish,RJ,es
WOULD,COULD,person_1234,haría,podría,Spanish,RV,es
STREET,HOUSE,person_1234,calle,casa,Spanish,RN,es
ROUTE,WAY,person_1234,ruta,manera,Spanish,RN,es
FEELING,FELLING,person_1234,sintiendo,tala,Spanish,RV,es
VERY,SO,person_1234,muy,así,Spanish,RY,es
directly,direct,person_3002,directamente,directa,Spanish,RY,es
remains,Vestiges,person_3002,vestigios,vestigios,Spanish,RN,es
shouldn't,can't,person_3006,debería,no,Spanish,RV,es
miss,lose,person_3006,perder,perder,Spanish,RV,es
take,have,person_3115,tomar,tener,Spanish,RV,es
centre,place,person_3115,centro,lugar,Spanish,RN,es
would,could,person_3115,haría,podría,Spanish,RV,es
