case_id,i_nn_1,i_nn_2,i_nn_3,i_nn_4,i_nn_5,i_nn_6,i_nn_7,i_nn_8,i_nn_9,i_nn_10,c_nn_1,c_nn_2,c_nn_3,c_nn_4,c_nn_5,c_nn_6,c_nn_7,c_nn_8,c_nn_9,c_nn_10,l1_i_nn_1,l1_i_nn_2,l1_i_nn_3,l1_i_nn_4,l1_i_nn_5,l1_i_nn_6,l1_i_nn_7,l1_i_nn_8,l1_i_nn_9,l1_i_nn_10,l1_c_nn_1,l1_c_nn_2,l1_c_nn_3,l1_c_nn_4,l1_c_nn_5,l1_c_nn_6,l1_c_nn_7,l1_c_nn_8,l1_c_nn_9,l1_c_nn_10
case_1324,commmon,not-so-common,commom,semi-common,commonest,uncommon,un-common,prevalent,most-common,commong,extra-ordinary,not-so-ordinary,run-of-the-mill,every-day,extraordinary,unordinary,mundane,Ordinary,ordinary-looking,ordinariness,commun.,commun.L,commun.Il,commum,communs,commun.Mais,Commun,commun.Un,commun.-,commun.Le,ordinaire.,ordinaires,extra-ordinaire,extraordinaire,Ordinaire,ordinairement,banale,banal,habituel,ordinaire.Le
case_1325,hilarious,amusing,hillarious,hilarous,funnny,funny.And,funny--and,funny.A,funny.That,humourous,FUN,fun-,fun--,fun.This,fun--and,fun.The,super-fun,fun.All,fun-filled,fun.It,cocasse,rigolo,marrant,drole,loufoque,marrante,hilarant,rigolote,amusante,Drôle,agreable,sympathique,confortable,agréables,plaisant,agréable.C',sympa,agréable.La,conviviable,agréable.On
case_1326,comlete,compelte,near-complete,Complete,omplete,full,completed,partial,compelete,mplete,providing,provides,enable,offer,privide,provided,give,Provide,allow,help,complèter,étoffer,parfaire,agrémenter,completer,enrichir,complémenter,Compléter,finaliser,terminer,fournissant,apporter,Fournir,fournit,donner,proposer,offrir,fournira,obtenir,produire
case_1327,occassion,ocassion,occasions,occasion.The,occation,occasion.This,occasion.,occassions,occasion.It,ocassions,opporunity,oppportunity,opportuntiy,oppurtunity,opportunitiy,oppotunity,opporutnity,opportunities,opportunty,opprtunity,circonstances,atténuante,aggravante,circonstance.,pareille,raison,circonstancielle,conséquence,Circonstance,opportune,occassion,ocasion,opportunité,occasionde,ocassion,occcasion,occasion.,occasions,occasion.A,occasion-là
case_1328,make,making,made.So,mades,made.When,made.I,made.It,made.The,made.But,made.A,have,been,hadn,got,was,were,wished,knew,wanted,Had,faisant,faisait,fais,font,faire,fasse,ferait,fera,remarquer,faite,aurait,avaient,eut,était,devait,avais,aavait,eût,pouvait,venait
case_1329,think,tell,don,say,want,understand,you,guess,knwo,what,teach,Learn,learned,re-learn,learm,learn.If,discover,relearn,leanr,learn.We,crois,vois,dis,pense,dirai,comprends,dirais,savais,connais,saurais,enseigner,aprendre,appendre,Apprendre,ré-apprendre,apprenant,réapprendre,comprendre,apprendre.,apprennent
case_1330,Do,go,'t,want,don,know,so,if,I,think,playing,plays,played,play.So,game,play.I,play.This,play.,play.Now,play.It,passer,fasse,fait,faisant,commencer,penser,continuer,Faire,demander,tenter,rejouer,jouant,joue,jouer.,jouer.Et,jouent,jouez,joué,jouer.Mais,amuser
case_1331,Do,go,'t,want,don,know,so,if,I,think,do,Go,to,going,'d,'t,be,on.Go,let,ahaed,passer,fasse,fait,faisant,commencer,penser,continuer,Faire,demander,tenter,emmener,chercher,alller,venir,amener,irais,allé,irai,retourner,rentrer
case_1332,whishes,wishes.,wishes.I,wishe,wishs,wishes-,wish,wishes.The,Wishes,wisher,preference,preferences.The,prefernces,predilections,preferences.,preferances,likings,preferences.I,preferences.If,prefrences,désirs,souhaits.,envies,souhait,Souhaits,vœux,besoins,attentes,desideratas,désidératas,préferences,aversions,preferences,préférences.,goûts,habitudes,Préférences,préfèrences,particularités,attirances
case_1333,practise,practicing,practive,practice.The,pracitce,practiced,practice.It,practice.In,practice.This,practice.What,Do,go,'t,want,don,know,so,if,I,think,pratiquant,Pratiquer,pratiquez,pratiquent,adonner,perfectionner,pratiquez-vous,practiquer,enseigner,pratique,passer,fasse,fait,faisant,commencer,penser,continuer,Faire,demander,tenter
case_1334,passsed,re-passed,Passed,passing,pased,pass,passed.I,passed.,repassed,passed.This,gotten,get,getting,had,went,gotton,came,gottten,picked,figured,passés,passée,passé.Ce,passées,passé.Un,passé.C',vécu,passsé,passé.Il,passé.Mais,obtient,obtenue,obtenant,reçu,obtiendra,remporté,obtint,obtienne,obtenait,obtiennent
case_1335,playing,palyed,play,plays,Played,played.I,played.But,played-,PLAYED,played.,attempted,Tried,tryed,try,treid,TRIED,attemped,unsuccessfully,unsuccesfully,trying,joue,jouait,jouer,jouaient,jouent,rejoué,jouant,rôle,joua,joués,tenté,éssayé,essaye,essayer,voulu,cherché,esssayé,testé,essaie,réussi
case_1336,small,sizable,sizeable,huge,largish,smallish,good-sized,large-ish,Large,enormous,wide,broader,braod,broadest,narrow,wide-ranging,too-broad,broad-ranging,broad-based,wider,petite,grosse,certaine,belle,une,immense,toute,Grande,unegrande,vraie,vaste,large.,Large,ample,éventail,large.La,large.Le,grande,largeur,ratisse
case_1314,parts.This,parts.The,parts.,parts.In,parts.It,Parts,parts.I,components,parts.If,parts.We,party,Parties,parites,parties.If,parties-,parties.,parties.We,parties.The,parties.It,partys,pieces,piéces,piècesde,pièce,lespièces,pièces.,Pièces,despièces,pièces.Les,piècettes,Parties,sous-parties,prenantes,desparties,arties,contractantes,parties-là,lesparties,intégrantes,différentes
case_1288,getting,got,want,gets,gotten,need,give,can,try,take,gives,giving,gave,Give,provide,get,gve,want,take,ask,obtention,obtienne,obtenant,fournir,réobtenir,donner,acquérir,exiger,obtenu,optenir,donne,redonner,apporter,fournir,donnera,donnent,donnez,donnant,prendre,donnerait
case_1313,accords,accord.,Accord,accord.The,Accords,agreement,ratify,disaccord,accordant,acceded,alot,ALLOT,ALOT,lot,Alot,a-lot,pleanty,lots,alloting,alittle,accorde,octroyer,accordant,Accorder,accordé,accordera,accordent,accorderait,accorderaient,attribuer,initialisons,attribuons,spécifions,accentuons,affecterons,instruisons,visualisons,connectons,affectez,déduisons
case_1311,subjet,subect,ubject,suject,subje,subject.The,Subject,topic,subjec,subjects,themes,theme.The,sub-theme,Theme,theme.It,theme.,theme.I,theme.This,theme.So,theme-,sujet.Un,sujet.,sujet.Le,sujet.Ce,sujet.Au,débat,sujet-ci,sujet.Mais,sujet.C',thème,thématique,théme,thèmes,thème.Le,thême,thème.,theme,Thème,sous-thème,sujet
case_1290,presenting,Presents,presented,unwraps,presents.The,introduces,present,examines,provides,presents-,exhibit,exibits,Exhibits,exhibits.The,exhibitions,exibit,exhibiting,exhbit,exhibits.,exhibited,présenter,présentera,présentent,présentant,présentée,expose,présentait,propose,présenté,presente,exhibent,exhiber,exhibant,exhibé,Exhibe,exhibera,exhibée,promène,arbore,expose
case_1291,tours,tour.The,tour.This,tour.It,tour.As,tour.,mini-tour,tour.A,tour.I,Tour,towers,tower.The,tower.,tower-,Tower,tower.I,towers.The,towerThe,towers.,tower-like,tourde,tour.Le,tours,tour.,second,tour.La,tour.Au,Tour,tour.Un,premier,tourde,tour.Le,tours,tour.,second,tour.La,tour.Au,Tour,tour.Un,premier
case_1292,youngest,son,daughter,nephew,grandson,sons,Eldest,second-born,father,second-eldest,second-oldest,youngest,third-oldest,oldes,Oldest,OLDEST,oldests,next-oldest,fifth-oldest,fourth-oldest,ainé,cadet,frère,neveu,père,petit-fils,demi-frère,oncle,beau-père,fils,ainé,cadet,frère,neveu,père,petit-fils,demi-frère,oncle,beau-père,fils
case_1293,know,telling,telll,ask,let,say,tells,Tell,told,explain,gives,giving,gave,Give,provide,get,gve,want,take,ask,penser,croire,dire.Mais,parler,dire.Et,affirmer,rappeler,dire.Ce,dire.Donc,dise,donne,redonner,apporter,fournir,donnera,donnent,donnez,donnant,prendre,donnerait
case_1294,ought,shoud,might,must,will,would,shoudl,shouldn,may,not,could,might,woud,wouldn,should,wold,wouild,wouls,woould,woudl,pourrait,doit,peut,pourra,devait,devra,sera,semble,serait,devraient,pourrait,serait-il,deviendrait,resterait,paraîtrait,était,trouverait,devrait,devait,semblait
case_1295,proposing,proposes,proposed,Propose,suggest,proposal,re-propose,propse,repropose,hypothesize,suggesting,suggested,sugggest,suggests,suggets,indicate,consider,sugget,advise,suggestion,offrir,proposant,propose,suggérer,présenter,fournir,permettre,apporter,deproposer,proposent,proposer,indiquer,penser,suggère,demander,envisager,préconiser,suggèrer,évoquer,suggérant
case_1296,Stays,stay,keeps,STAYS,goes,stays.,stayes,lasts,gets,disappears,It,be,This,'s,Is,isng,so,it,IS,isn,restera,resterait,semble,restait,restant,resté,rester,demeurera,demeure,néanmoins,était,sera,serait,étant,doit,parait,avère,semble,paraît,donc
case_1297,There,there.There,it.There,that.There,now.There,tehre,theres,theere,too.There,not.There,here.So,Here,here.But,here.Now,here.I,here.Well,here.As,here-,here.OK,here.That,Là,çà,Et,c',ça,où,Çà,là.C',là.De,là.Mais,ici.,ici.À,ici.Mais,ici.Et,ici.C,ici.Un,içi,ailleurs,ici.Oui,maintenant
case_1298,engine,engines.The,Engines,engines.It,engines.I,engines.,engines.This,engines-,engines.In,engines.If,machineries,machinary,machinery.The,machinery.,machine-tools,equipment,Earth-moving,machiner,machines,equipments,moteur,Moteurs,moteurs.,méta-moteurs,métamoteurs,verniers,motopropulseurs,micro-moteurs,turbomoteurs,démarreurs,Machines,machine,machines-outils,machines.,micromachines,machineries,fraiseuses,desmachines,conditionneuses,poinçonneuses
case_1299,ought,shoud,might,must,will,would,shoudl,shouldn,may,not,could,might,woud,wouldn,should,wold,wouild,wouls,woould,woudl,pourrait,doit,peut,pourra,devait,devra,sera,semble,serait,devraient,pourrait,serait-il,deviendrait,resterait,paraîtrait,était,trouverait,devrait,devait,semblait
case_1300,watching,watched,wathc,watch.This,watch.I,watch.,Watch,watche,watch.If,watches,stroll,walking,walks,wallk,walk.I,walk.,walk.If,walked,walk.The,walk.And,regardant,Regarder,voir,re-regarder,visionner,reregarder,regarde,observer,contempler,regardé,Marcher,courir,marche,bouger,marchant,marcher.,promener,traîner,trottiner,balader
case_1301,staircase,stairway,stair,stairs-,stairs.,stairways,staircases,stairs.The,stairs.I,stairs.It,step,steps.,Steps,steps.The,steps.This,steps.I,steps.In,steps.It,steps.You,steps.If,escalier,escaliers.,ascenseurs,escalators,escalier.,escalie,ascenceurs,couloirs,marches,descalier,étapes-clés,etapes,étapes.,phases,étapes.La,étapes-,Etapes,étapes1,étape,sous-étapes
case_1302,righ,Right,rigt,RIGHT,-right,rght,rigth,left,wrong,rignt,writing,wrtie,Write,read,write.So,write.I,pre-write,write.,write.And,write.You,Droit,droit.,droità,-droit,droitde,droit.Le,droit1,droitd',droitd,droit.Il,ecrire,rédiger,réécrire,lire,écrire.,récrire,écrive,relire,écrivant,écris
case_1303,historial,historic,historiographical,hisorical,historiographic,non-historical,historcal,Historical,cultural,historically-based,historical,Historic,landmark,heritage,landmark.The,history-filled,century-old,historically-significant,250-year,HISTORIC,Historique,historico-politique,historique.Le,politico-historique,historiographique,historiques,historique.La,historique.,sociologique,archéologique,Historique,historico-politique,historique.Le,politico-historique,historiographique,historiques,historique.La,historique.,sociologique,archéologique
case_1304,exposing,expose,re-exposed,Exposed,exposes,unexposed,exposed.The,non-exposed,exposure,exposed.,exibited,exhibiting,exhibit,Exhibited,exhibits,showcased,displayed,demonstrated,manifested,exibiting,exposées,exposé,Exposés,présentés,exposée,exposent,non-exposés,exposés.,étudiés,abordés,exposés,Exposées,exposée,présentées,exposent,exposé,étudiées,reproduites,montrées,représentées
case_1305,similiar,simliar,simlar,similair,identical,smilar,dissimilar,analogous,simular,comparable,REAL,non-real,semi-real,-real,honest-to-goodness,realer,real-,un-real,honest-to-god,genuine,semblable,analogue,identique,comparable,quasi-similaire,différente,différent,quasi-identique,spécifique,équivalente,réél,réel.Le,quasi-temps,virtuel,réel.Et,réel.Il,réel.-,irréel,quasi-réel,Réel
case_1306,day,period,time.This,time.Now,time.But,tiem,time.However,tme,moment,time.So,experiene,expereince,experince,exerience,expereience,experiece,experiences,expeience,experinece,eperience,tempss,temps.,laps,temps.Mais,moment,temps.Tout,temsp,tempsen,temps.Et,detemps,experience,expèrience,expériences,Expérience,éxpérience,exprérience,éxperience,uneexpérience,expertise,expérience.Je
case_1307,enoyable,pleasurable,ejoyable,Enjoyable,enjoyable.It,pleasant,enjoyable.The,enjoyable.I,enjoyable-,entertaining,bad,great,decent,nice,Good,excellent,goood,ggod,semi-good,good.Good,agreable,sympathique,confortable,agréables,plaisant,agréable.C',sympa,agréable.La,conviviable,agréable.On,excellent,mauvais,Bon,beau,bon.Un,bon.Bon,bien.Bon,joli,vrai,meilleur
case_1308,unusual,rare,uncommonly,rarer,common,unheard,commonplace,rarity,un-common,infrequently,unsual,unusal,uncommon,peculiar,out-of-the-ordinary,strange,odd,bizarre,untypical,atypical,rarissime,rare.Il,rare.,rare.La,rares,rare.Le,remarquable,fréquent,étonnant,rare.Je,surprenant,étonnant,inhabituelle,inattendu,inquiétant,habituel,déconcertant,exceptionnel,étrange,paradoxal
case_1309,indication,Indications,indicate,indicated,signs,contra-indications,indicators,evidences,indicating,indicative,directions.The,directions-,directions.,direction,directions.I,instructions,directons,directions.We,directionsThe,directions.If,explications,instructions,indication,informations,consignes,recommandations,Indications,précises,précisions,indiquées,Directions,direction,directions.,orientations,sous-directions,positions,sections,différentes,administrations,directivités
case_1310,willl,wil,should,wiill,can,may,wll,'ll,would,wiil,should,cannot,MUST,will,may,can,have,msut,ought,need,Va,Ca,dû,Ça,pu,a,ça,và,ca,Et,devra,devrait,peut,pourra,pourrait,devait,doive,doit-être,sera,semble
case_1312,thankful,greatful,grateful.I,grateful.And,appreciative,thank,gratful,fortunate,grateful.The,glad,fantastic,terrific,wonderful,good,geat,excellent,amazing,tremendous,nice,awesome,reconnaissante,confiant,Reconnaissant,déclarant,considérant,reconnaisant,félicitant,affirmant,reconnaissants,reconnaissait,petit,immense,beau,seul,vrai,certain,gros,bon,énorme,premier
case_1038,time-table,timetables,Timetable,time-tables,timetabling,schedule,timetabled,Timetables,schedules,time-schedule,day,period,time.This,time.Now,time.But,tiem,time.However,tme,moment,time.So,calendriers,calendrier.,Calendrier,agenda,planning,calendier,mini-calendrier,calendrier.Pour,rétro-planning,calendrier-,tempss,temps.,laps,temps.Mais,moment,temps.Tout,temsp,tempsen,temps.Et,detemps
case_1252,intersting,intriguing,fascinating,intruiging,insteresting,interestng,Interesting,intresting,amusing,interesting.This,valuable,usful,handy,usefull,helpful,useful.This,useful.A,invaluable,useful.,useful.It,interessant,intérressant,intéréssant,interressant,passionnant,instructif,Intéressant,surprenant,intéressant.Il,pertinent,indispensable,pertinent,utile.,nécessaire,intéressant,inutile,utiles,efficace,utile.Et,profitable
case_1036,playing,palyed,play,plays,Played,played.I,played.But,played-,PLAYED,played.,peformed,perfomed,performing,Performed,perform,preformed,perfromed,performed.The,per-formed,re-performed,joue,jouait,jouer,jouaient,jouent,rejoué,jouant,rôle,joua,joués,éffectué,effectue,effectuée,réalisé,effectués,opéré,mené,effectuer,effectuait,affectué
case_0766,before,After,Shortly,shortly,afer,earlier.After,later.After,when,aftter,years.After,afterward,afterwords,aftewards,Afterwards,thereafter,after-wards,shortly,afterwards.The,after,afterwards.,Après,avant,aprés,apres,tard,tard.Après,.Après,jours.Après,année.Après,pendant,successivement,puis,donc,aussitôt,abord,également,alors,progressivement,enfin,brièvement
case_0767,news.But,news.The,news.This,news.,news.So,news.In,news.It,news.That,news.A,news.And,replying,relpy,replies,comment,non-reply,reponse,reply.But,reply.In,repy,reply.This,Nouvelles,bonnes,dernières,denouvelles,lesnouvelles,nouvellles,premières,certaines,nombreuses,novelles,reponse,question,réponse.La,réponse.,réponse.Mais,réaction,réponse.Une,réponses,réponse.C',réponse.Alors
case_0769,have,been,hadn,got,was,were,wished,knew,wanted,Had,recoverd,recover,recovering,recovered.The,recuperated,recoved,Recovered,recovered.,recovers,unrecovered,aurait,avaient,eut,était,devait,avais,aavait,eût,pouvait,venait,retrouvé,récupérée,récupérer,ramené,récupérés,récupère,récuperé,enlevé,récupérées,revendu
